trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/max_distance,config/splitting_max_distance,config/gap_closing_max_distance,config/gap_closing,search_name
47ba58ec,0.9082182158745025,0.9530712530712531,0.950735294117647,-1.0,-1.0,-1.0,9.596465349197388,True,,,1,7878edb0d6e44b21960355d0b23d0019,2022-09-01_11-46-39,1662000399,9.596465349197388,201086,bwmpc0227,10.3.2.27,9.596465349197388,0,1,0.0027899742126464844,"87_gap_closing=1,gap_closing_max_distance=34.3975,max_distance=12.3222,splitting_max_distance=16.8804",12.322248869208243,16.88038343956339,34.39751943694777,1,OptunaSearch
37712484,0.908011178388449,0.957985257985258,0.9456706281833617,-1.0,-1.0,-1.0,9.517911911010742,True,,,1,fef69dde48f749a286d000e89404dc5d,2022-09-01_11-46-11,1662000371,9.517911911010742,198637,bwmpc0227,10.3.2.27,9.517911911010742,0,1,0.0029065608978271484,"64_gap_closing=1,gap_closing_max_distance=11.3009,max_distance=14.8040,splitting_max_distance=21.6654",14.804005628679436,21.66541549088312,11.3008796688361,1,OptunaSearch
af357_00056,0.9078362573099416,0.9535626535626536,0.9498286833088595,-1.0,-1.0,-1.0,9.347858428955078,True,,,1,aea26b5a3f814a31b8a97ade5ef27134,2022-09-01_11-37-26,1661999846,9.347858428955078,187706,bwmpc0227,10.3.2.27,9.347858428955078,0,1,0.0028853416442871094,"56_gap_closing_max_distance=33.4611,max_distance=15.5904,splitting_max_distance=17.8078",15.590411340603826,17.80777771548935,33.461072562378874,0,RandomSearch
31e69292,0.9078212290502793,0.9582309582309583,0.9452253999030538,-1.0,-1.0,-1.0,9.721672296524048,True,,,1,6d252dd4237c483697b09896990ccef9,2022-09-01_11-46-02,1662000362,9.721672296524048,198289,bwmpc0227,10.3.2.27,9.721672296524048,0,1,0.002280712127685547,"56_gap_closing=1,gap_closing_max_distance=32.4554,max_distance=14.7648,splitting_max_distance=22.2210",14.764815772652536,22.220989608873676,32.455432957606234,1,OptunaSearch
3728b492,0.9076099604375145,0.9582309582309583,0.9449963653985947,-1.0,-1.0,-1.0,9.332502841949463,True,,,1,f3641168ad06449c828a1ec6cc2dbe3c,2022-09-01_11-46-11,1662000371,9.332502841949463,200206,bwmpc0227,10.3.2.27,9.332502841949463,0,1,0.002881765365600586,"63_gap_closing=1,gap_closing_max_distance=23.9986,max_distance=14.4217,splitting_max_distance=22.7025",14.421693593217364,22.702504712269487,23.998554378568993,1,OptunaSearch
36f567fe,0.9075669383003493,0.9577395577395578,0.9454280863448945,-1.0,-1.0,-1.0,9.528512239456177,True,,,1,4979aba0fe97499e99a6021a471b9f64,2022-09-01_11-46-11,1662000371,9.528512239456177,199248,bwmpc0227,10.3.2.27,9.528512239456177,0,1,0.0030317306518554688,"62_gap_closing=1,gap_closing_max_distance=12.4561,max_distance=15.1055,splitting_max_distance=21.7957",15.10549917708087,21.79566779706579,12.45605492182035,1,OptunaSearch
eeb61a60,0.9072093023255814,0.9584766584766585,0.944323408375696,-1.0,-1.0,-1.0,9.072353601455688,True,,,1,09e0678d8e804ffba71253cd2210d109,2022-09-01_11-44-15,1662000255,9.072353601455688,197887,bwmpc0227,10.3.2.27,9.072353601455688,0,1,0.002643585205078125,"97_gap_closing=0,gap_closing_max_distance=27.9316,max_distance=14.8445,splitting_max_distance=23.8107",14.844450964418643,23.81065691452909,27.931630034414898,0,OptunaSearch
ee144adc,0.9071877180739707,0.9582309582309583,0.9445386292080407,-1.0,-1.0,-1.0,9.345882177352905,True,,,1,07a26ac2bc014a7885205b1d25ca14bc,2022-09-01_11-44-14,1662000254,9.345882177352905,197851,bwmpc0227,10.3.2.27,9.345882177352905,0,1,0.0026061534881591797,"96_gap_closing=0,gap_closing_max_distance=28.8149,max_distance=14.7901,splitting_max_distance=23.4454",14.790135956709587,23.445425358716314,28.81494137411146,0,OptunaSearch
af357_00060,0.9070369498705578,0.946928746928747,0.955616166625341,-1.0,-1.0,-1.0,9.641888856887817,True,,,1,a400101328744d2296cd3fc1e221a55c,2022-09-01_11-37-35,1661999855,9.641888856887817,187879,bwmpc0227,10.3.2.27,9.641888856887817,0,1,0.0027687549591064453,"60_gap_closing_max_distance=21.4359,max_distance=13.1520,splitting_max_distance=15.9119",13.152025179446898,15.911910482698788,21.43587752049678,0,RandomSearch
e93fe80e,0.9067875406787541,0.9584766584766585,0.9438664408420034,-1.0,-1.0,-1.0,9.401798009872437,True,,,1,1d7ba2e05fde4295848c3e61e1202e62,2022-09-01_11-44-06,1662000246,9.401798009872437,197606,bwmpc0227,10.3.2.27,9.401798009872437,0,1,0.003274202346801758,"91_gap_closing=0,gap_closing_max_distance=28.7813,max_distance=14.5749,splitting_max_distance=24.0803",14.574869368911607,24.080276113373394,28.781267953744702,0,OptunaSearch
e2a78bfa,0.906765868402697,0.9582309582309583,0.944081336238199,-1.0,-1.0,-1.0,9.746920824050903,True,,,1,4edd5783da044a6fb04b6983207720e8,2022-09-01_11-43-49,1662000229,9.746920824050903,196558,bwmpc0227,10.3.2.27,9.746920824050903,0,1,0.0031499862670898438,"77_gap_closing=0,gap_closing_max_distance=31.8576,max_distance=14.5519,splitting_max_distance=23.7097",14.551859373345957,23.709728530250178,31.857594681802027,0,OptunaSearch
e8d51858,0.906765868402697,0.9582309582309583,0.944081336238199,-1.0,-1.0,-1.0,9.51380705833435,True,,,1,83fa3daebf21474abad40d31a308ccd2,2022-09-01_11-44-06,1662000246,9.51380705833435,197533,bwmpc0227,10.3.2.27,9.51380705833435,0,1,0.0032110214233398438,"89_gap_closing=0,gap_closing_max_distance=30.1322,max_distance=14.6602,splitting_max_distance=23.8791",14.66017698488917,23.87912474888923,30.13223546825342,0,OptunaSearch
255eb_00094,0.9067441860465116,0.957985257985258,0.944296439815936,-1.0,-1.0,-1.0,9.739500999450684,True,,,1,ae36f693301844088e9529cae83ddc83,2022-09-01_11-41-31,1662000091,9.739500999450684,191499,bwmpc0227,10.3.2.27,9.739500999450684,0,1,0.0027642250061035156,"94_gap_closing_max_distance=19.2641,max_distance=15.2475,splitting_max_distance=23.4176",15.24746364830459,23.417573726524868,19.264145531570694,1,RandomSearch
edf3d11c,0.9065550906555091,0.9582309582309583,0.9438528557599225,-1.0,-1.0,-1.0,9.409514904022217,True,,,1,0c427bb39c0f4409b7d6fa5d7b9843d7,2022-09-01_11-44-14,1662000254,9.409514904022217,197816,bwmpc0227,10.3.2.27,9.409514904022217,0,1,0.002903461456298828,"95_gap_closing=0,gap_closing_max_distance=33.6514,max_distance=14.7626,splitting_max_distance=23.9503",14.762632573137289,23.95027496392524,33.65135967313784,0,OptunaSearch
ed88a9fa,0.9065550906555091,0.9582309582309583,0.9438528557599225,-1.0,-1.0,-1.0,9.238696336746216,True,,,1,4edd5783da044a6fb04b6983207720e8,2022-09-01_11-44-07,1662000247,9.238696336746216,196558,bwmpc0227,10.3.2.27,9.238696336746216,0,1,0.0031499862670898438,"94_gap_closing=0,gap_closing_max_distance=30.4971,max_distance=14.7900,splitting_max_distance=23.9267",14.790049241089642,23.926660732187944,30.497055186959976,0,OptunaSearch
e91110a6,0.9063444108761329,0.9582309582309583,0.9436244858456327,-1.0,-1.0,-1.0,11.015677213668823,True,,,1,20261f4e920440238807366d0f1813fe,2022-09-01_11-44-01,1662000241,11.015677213668823,194172,bwmpc0227,10.3.2.27,11.015677213668823,0,1,0.00416874885559082,"90_gap_closing=0,gap_closing_max_distance=30.3370,max_distance=14.5196,splitting_max_distance=24.0611",14.51962791838018,24.0611493407574,30.33701721372097,0,OptunaSearch
ecfa1578,0.9063444108761329,0.9582309582309583,0.9436244858456327,-1.0,-1.0,-1.0,9.52907943725586,True,,,1,7d44aee124bb4bc6a77b0320a10bf9e8,2022-09-01_11-44-06,1662000246,9.52907943725586,197344,bwmpc0227,10.3.2.27,9.52907943725586,0,1,0.0028002262115478516,"92_gap_closing=0,gap_closing_max_distance=30.1818,max_distance=14.4129,splitting_max_distance=24.3628",14.412870109032982,24.36278855622982,30.181819958814565,0,OptunaSearch
ed18830a,0.9063444108761329,0.9582309582309583,0.9436244858456327,-1.0,-1.0,-1.0,9.355287790298462,True,,,1,b1fa15aa267d4fef92662c91e4df7af3,2022-09-01_11-44-07,1662000247,9.355287790298462,196866,bwmpc0227,10.3.2.27,9.355287790298462,0,1,0.0031158924102783203,"93_gap_closing=0,gap_closing_max_distance=28.6925,max_distance=14.7280,splitting_max_distance=23.9877",14.727952561466036,23.98769786849723,28.69250973423091,0,OptunaSearch
f2a433dc,0.9063008602650546,0.9577395577395578,0.9440542504238314,-1.0,-1.0,-1.0,9.050749063491821,True,,,1,20261f4e920440238807366d0f1813fe,2022-09-01_11-44-15,1662000255,9.050749063491821,194172,bwmpc0227,10.3.2.27,9.050749063491821,0,1,0.00416874885559082,"98_gap_closing=0,gap_closing_max_distance=28.4304,max_distance=15.2977,splitting_max_distance=23.5962",15.297745023162966,23.596232889731954,28.430444649731562,0,OptunaSearch
f2ae5bb4,0.9063008602650546,0.9577395577395578,0.9440542504238314,-1.0,-1.0,-1.0,9.150278091430664,True,,,1,1d7ba2e05fde4295848c3e61e1202e62,2022-09-01_11-44-15,1662000255,9.150278091430664,197606,bwmpc0227,10.3.2.27,9.150278091430664,0,1,0.003274202346801758,"100_gap_closing=0,gap_closing_max_distance=27.8330,max_distance=15.2706,splitting_max_distance=23.1956",15.270577339049021,23.195596009207936,27.832970335097176,0,OptunaSearch
2d0e9242,0.9061338289962825,0.9582309582309583,0.9433962264150944,-1.0,-1.0,-1.0,9.365553617477417,True,,,1,4a03bd5ded0745e2802ed3b6d24e2528,2022-09-01_11-45-54,1662000354,9.365553617477417,198138,bwmpc0227,10.3.2.27,9.365553617477417,0,1,0.0035791397094726562,"52_gap_closing=1,gap_closing_max_distance=16.0211,max_distance=14.6865,splitting_max_distance=24.7984",14.686510603763315,24.79836831665655,16.021074525940172,1,OptunaSearch
2d519c2c,0.9059451927542963,0.9584766584766585,0.9429538312787044,-1.0,-1.0,-1.0,9.359771251678467,True,,,1,f3641168ad06449c828a1ec6cc2dbe3c,2022-09-01_11-46-01,1662000361,9.359771251678467,200206,bwmpc0227,10.3.2.27,9.359771251678467,0,1,0.002881765365600586,"53_gap_closing=1,gap_closing_max_distance=15.7065,max_distance=14.9529,splitting_max_distance=25.7562",14.952939965757004,25.756197479764584,15.706468299772176,1,OptunaSearch
4f0a1a9c,0.905625290562529,0.9572481572481573,0.9437984496124031,-1.0,-1.0,-1.0,8.90742540359497,True,,,1,177f3bd7896241fca6e813a1d08fb0e4,2022-09-01_11-46-57,1662000417,8.90742540359497,201937,bwmpc0227,10.3.2.27,8.90742540359497,0,1,0.0028159618377685547,"100_gap_closing=1,gap_closing_max_distance=6.2670,max_distance=14.0521,splitting_max_distance=23.4405",14.052142059286748,23.440523360447287,6.267021192760826,1,OptunaSearch
31f0f35e,0.9055246053853296,0.9584766584766585,0.9424981879681082,-1.0,-1.0,-1.0,9.737792015075684,True,,,1,277a75eaf08f443e94e5dcbcf3ebb8d2,2022-09-01_11-46-02,1662000362,9.737792015075684,199916,bwmpc0227,10.3.2.27,9.737792015075684,0,1,0.002854585647583008,"57_gap_closing=1,gap_closing_max_distance=30.3073,max_distance=14.8532,splitting_max_distance=26.1299",14.853198950391532,26.129907021151713,30.307266247733217,1,OptunaSearch
32eab024,0.9052924791086351,0.9582309582309583,0.9424842919284678,-1.0,-1.0,-1.0,10.06620192527771,True,,,1,7dffdd90b7ba4057882b4d0e36830eda,2022-09-01_11-46-11,1662000371,10.06620192527771,200351,bwmpc0227,10.3.2.27,10.06620192527771,0,1,0.002691507339477539,"61_gap_closing=1,gap_closing_max_distance=12.7726,max_distance=14.6645,splitting_max_distance=26.3391",14.664466435976129,26.33909863560895,12.772577869168362,1,OptunaSearch
fe68ee7e,0.9051044083526683,0.9584766584766585,0.9420429847862835,-1.0,-1.0,-1.0,9.0583655834198,True,,,1,baf8551639e24408920541f566fcd391,2022-09-01_11-44-42,1662000282,9.0583655834198,198176,bwmpc0227,10.3.2.27,9.0583655834198,0,1,0.0030858516693115234,"2_gap_closing=1,gap_closing_max_distance=25.4237,max_distance=14.5715,splitting_max_distance=27.5805",14.571462455025445,27.580465964362883,25.42366367856508,1,OptunaSearch
31e12992,0.9050823857043397,0.9582309582309583,0.9422565837158734,-1.0,-1.0,-1.0,9.848110914230347,True,,,1,9f38aba6a01b4e6fa9d2a7d243947f31,2022-09-01_11-46-02,1662000362,9.848110914230347,199225,bwmpc0227,10.3.2.27,9.848110914230347,0,1,0.002868175506591797,"55_gap_closing=1,gap_closing_max_distance=29.9155,max_distance=14.7735,splitting_max_distance=25.9770",14.773524603605116,25.97696787324567,29.915525914983135,1,OptunaSearch
42722b4e,0.9050305594734368,0.9459459459459459,0.954387704511651,-1.0,-1.0,-1.0,10.076385974884033,True,,,1,7248995c90a54aeba5d3d725a5b89343,2022-09-01_11-46-30,1662000390,10.076385974884033,200859,bwmpc0227,10.3.2.27,10.076385974884033,0,1,0.0026619434356689453,"80_gap_closing=1,gap_closing_max_distance=9.1384,max_distance=12.1360,splitting_max_distance=16.2359",12.136028452430866,16.235916497895666,9.138354500118952,1,OptunaSearch
e39d4e64,0.9048503132977489,0.957985257985258,0.9422426292895119,-1.0,-1.0,-1.0,9.4538414478302,True,,,1,e33033ea47e94089a24c2ef832938187,2022-09-01_11-43-57,1662000237,9.4538414478302,197171,bwmpc0227,10.3.2.27,9.4538414478302,0,1,0.0026857852935791016,"82_gap_closing=0,gap_closing_max_distance=39.1541,max_distance=14.3289,splitting_max_distance=26.6178",14.328945835871716,26.617825208028012,39.154070350661044,0,OptunaSearch
482dc818,0.9044083526682135,0.9577395577395578,0.9420009666505558,-1.0,-1.0,-1.0,9.37189507484436,True,,,1,7248995c90a54aeba5d3d725a5b89343,2022-09-01_11-46-40,1662000400,9.37189507484436,200859,bwmpc0227,10.3.2.27,9.37189507484436,0,1,0.0026619434356689453,"89_gap_closing=1,gap_closing_max_distance=13.5565,max_distance=15.4000,splitting_max_distance=26.3358",15.400043635675205,26.335805563833897,13.556495696598354,1,OptunaSearch
