trial_id,union_ratio,true_ratio,predicted_ratio,track_purity,target_effectiveness,division_recovery,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.max_distance,config.splitting_max_distance,config.gap_closing_max_distance,config.gap_closing,search_name
f679672a,0.8934869503879614,0.9436304941643904,0.9438648782911078,-1.0,-1.0,-1.0,15.066031217575073,True,,,1,c0e62645b8fa429a871e877d2a1deea9,2022-08-27_00-30-26,1661527826,15.066031217575073,33386,blacky,172.19.156.210,15.066031217575073,0,1,0.003423929214477539,"66_gap_closing=1,gap_closing_max_distance=23.778,max_distance=13.746,splitting_max_distance=17.414",13.746159960660968,17.414252689802176,23.778393986539385,1,OptunaSearch
750d0_00058,0.8932955618508026,0.9396573131363297,0.9476584022038568,-1.0,-1.0,-1.0,19.749470472335815,True,,,1,eb2d4fa373f34236b554cfc9b71aa6b3,2022-08-27_00-21-46,1661527306,19.749470472335815,50798,blacky,172.19.156.210,19.749470472335815,0,1,0.008635997772216797,"58_gap_closing_max_distance=23.008,max_distance=10.028,splitting_max_distance=15.48",10.028387960424467,15.479585016726249,23.00829369840581,1,RandomSearch
19abac1c,0.8932334347927886,0.9473553513781972,0.9398866715939886,-1.0,-1.0,-1.0,11.75567626953125,True,,,1,ea8823d0e6f649ec81b4620f0d7449ce,2022-08-27_00-31-21,1661527881,11.75567626953125,38344,blacky,172.19.156.210,11.75567626953125,0,1,0.0041811466217041016,"95_gap_closing=1,gap_closing_max_distance=32.939,max_distance=12.951,splitting_max_distance=19.404",12.951287948486247,19.403957911346577,32.93858358345254,1,OptunaSearch
19b4630c,0.8931855694411696,0.9406506083933449,0.9465267366316842,-1.0,-1.0,-1.0,11.899735927581787,True,,,1,7250d4d701dd4d0bbb9468e8cdfc5911,2022-08-27_00-31-22,1661527882,11.899735927581787,38346,blacky,172.19.156.210,11.899735927581787,0,1,0.004038810729980469,"96_gap_closing=1,gap_closing_max_distance=27.056,max_distance=12.464,splitting_max_distance=15.726",12.464032539985286,15.726085606459986,27.055603295791954,1,OptunaSearch
750d0_00008,0.8930921052631579,0.9438788179786441,0.9431761786600497,-1.0,-1.0,-1.0,20.39086365699768,True,,,1,b44a1387044a404a95134ebcdd99d65c,2022-08-27_00-19-49,1661527189,20.39086365699768,41777,blacky,172.19.156.210,20.39086365699768,0,1,0.00398707389831543,"8_gap_closing_max_distance=24.959,max_distance=6.8482,splitting_max_distance=14.915",6.848235295652572,14.914601600142975,24.95888105823316,1,RandomSearch
750d0_00074,0.8930832356389214,0.9458654084926744,0.9411910056832221,-1.0,-1.0,-1.0,31.712042570114136,True,,,1,e5665928f8364a15a7f54aae5b0c8d0e,2022-08-27_00-22-42,1661527362,31.712042570114136,54154,blacky,172.19.156.210,31.712042570114136,0,1,0.004414558410644531,"74_gap_closing_max_distance=23.727,max_distance=5.0228,splitting_max_distance=15.873",5.022791434835901,15.87253851508324,23.726916456703513,1,RandomSearch
ed1b7_00058,0.892975011786893,0.9406506083933449,0.9462902822882838,-1.0,-1.0,-1.0,15.083985090255737,True,,,1,3d6c7790bbc64e8abc2372d32022fa35,2022-08-27_00-17-45,1661527065,15.083985090255737,29291,blacky,172.19.156.210,15.083985090255737,0,1,0.0038673877716064453,"58_gap_closing_max_distance=17.976,max_distance=13.533,splitting_max_distance=16.527",13.533380919705051,16.526873229311732,17.976141506093732,0,RandomSearch
0dbb8918,0.8921083627797409,0.9404022845790911,0.9455680399500624,-1.0,-1.0,-1.0,15.343164920806885,True,,,1,e790152ce57e43cc973ab7b5d818cda2,2022-08-27_00-31-05,1661527865,15.343164920806885,36695,blacky,172.19.156.210,15.343164920806885,0,1,0.0037577152252197266,"84_gap_closing=1,gap_closing_max_distance=24.956,max_distance=14.165,splitting_max_distance=16.088",14.164927544061127,16.088480498972253,24.95582182049196,1,OptunaSearch
cf50d93a,0.8919431279620853,0.934690836851254,0.9512256760171848,-1.0,-1.0,-1.0,15.452247142791748,True,,,1,64076e1efb3f448f9ea665771ad9fa1d,2022-08-27_00-29-20,1661527760,15.452247142791748,27986,blacky,172.19.156.210,15.452247142791748,0,1,0.0036919116973876953,"34_gap_closing=1,gap_closing_max_distance=7.6646,max_distance=12.631,splitting_max_distance=15.46",12.630912279975792,15.460052956329143,7.6646496802345485,1,OptunaSearch
1b558c4a,0.8918473138548539,0.9399056369505836,0.9457771114442779,-1.0,-1.0,-1.0,11.366640567779541,True,,,1,38a89ad7a36b4073baf48e571a5c7e52,2022-08-27_00-31-24,1661527884,11.366640567779541,38539,blacky,172.19.156.210,11.366640567779541,0,1,0.003783702850341797,"97_gap_closing=1,gap_closing_max_distance=27.583,max_distance=13.032,splitting_max_distance=15.616",13.032430668637263,15.615528456952989,27.582917154829826,1,OptunaSearch
f2482998,0.8918348193336462,0.9438788179786441,0.9417740336967294,-1.0,-1.0,-1.0,14.804229259490967,True,,,1,cb9803b42ec7478e991935943c6a9162,2022-08-27_00-30-18,1661527818,14.804229259490967,32789,blacky,172.19.156.210,14.804229259490967,0,1,0.003728151321411133,"62_gap_closing=1,gap_closing_max_distance=21.131,max_distance=14.967,splitting_max_distance=18.308",14.966517368677193,18.307724731274423,21.131023290306608,1,OptunaSearch
ed1b7_00060,0.8915944743619761,0.9456170846784206,0.9397828232971372,-1.0,-1.0,-1.0,15.198420286178589,True,,,1,d194a60103ec409b971476d1c2722729,2022-08-27_00-17-51,1661527071,15.198420286178589,29909,blacky,172.19.156.210,15.198420286178589,0,1,0.003736734390258789,"60_gap_closing_max_distance=13.595,max_distance=14.757,splitting_max_distance=19.89",14.757401678085962,19.889656247131477,13.595097105462816,0,RandomSearch
0b03fce6,0.8913857677902621,0.9456170846784206,0.9395509499136442,-1.0,-1.0,-1.0,15.30771541595459,True,,,1,e9a45cf87a184ecf995edec1ee0f580f,2022-08-27_00-31-00,1661527860,15.30771541595459,36135,blacky,172.19.156.210,15.30771541595459,0,1,0.004186153411865234,"83_gap_closing=1,gap_closing_max_distance=25.007,max_distance=14.32,splitting_max_distance=19.632",14.320089371538208,19.631756376960997,25.007062163378013,1,OptunaSearch
ed1b7_00041,0.8913603371575743,0.9453687608641669,0.9397679585287584,-1.0,-1.0,-1.0,15.133882761001587,True,,,1,6d1c026bffeb40dd832a15ef7ea34105,2022-08-27_00-17-16,1661527036,15.133882761001587,26656,blacky,172.19.156.210,15.133882761001587,0,1,0.0055387020111083984,"41_gap_closing_max_distance=15.761,max_distance=14.596,splitting_max_distance=19.729",14.596455086666184,19.728772934342675,15.761011861192777,0,RandomSearch
ed1b7_00075,0.891024138739161,0.9441271417928979,0.9406234537357744,-1.0,-1.0,-1.0,15.01486349105835,True,,,1,052338a904334050a92a978962dcae76,2022-08-27_00-18-25,1661527105,15.01486349105835,33124,blacky,172.19.156.210,15.01486349105835,0,1,0.015330076217651367,"75_gap_closing_max_distance=29.339,max_distance=16.429,splitting_max_distance=18.724",16.428551296303823,18.7235661413617,29.339289440444816,0,RandomSearch
ed796120,0.8906616611919287,0.9426371989073752,0.941701810965021,-1.0,-1.0,-1.0,14.909922122955322,True,,,1,da30ad05ffa1482a8e0ca0940e89160a,2022-08-27_00-30-10,1661527810,14.909922122955322,32184,blacky,172.19.156.210,14.909922122955322,0,1,0.003709077835083008,"58_gap_closing=1,gap_closing_max_distance=19.618,max_distance=15.419,splitting_max_distance=18.013",15.419341724165992,18.013374737401985,19.618098703611118,1,OptunaSearch
750d0_00016,0.8906508875739645,0.9344425130370002,0.950012623074981,-1.0,-1.0,-1.0,18.85669779777527,True,,,1,13ff3aa450c0494cbfb710e112594de7,2022-08-27_00-20-06,1661527206,18.85669779777527,43635,blacky,172.19.156.210,18.85669779777527,0,1,0.006384134292602539,"16_gap_closing_max_distance=10.907,max_distance=11.228,splitting_max_distance=16.096",11.227763274209078,16.09638159025546,10.906559665134177,1,RandomSearch
