trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.nll_offset,config.drift_x,config.drift_y,config.max_distance,config.gap_closing_max_distance,config.splitting_max_distance,config.gap_closing,search_name
db525_00040,0.8079766972888192,0.8954556741991557,0.8921326076199901,-1.0,-1.0,-1.0,501.6731159687042,True,,,1,336dc5caa1914cdc9ecdc850a2cfec0e,2022-08-28_03-43-50,1661625830,501.6731159687042,112078,thunders,172.21.5.15,501.6731159687042,0,1,0.005059242248535156,"40_gap_closing_max_distance=17.349,max_distance=34.084,nll_offset=0.12055,splitting_max_distance=15.833",0.12054694075222441,0,0,34.08449625806325,17.34948383096591,15.8327890998956,0,RandomSearch
73b0f_00024,0.8078037904124861,0.89967717904147,0.8877726047537369,-1.0,-1.0,-1.0,624.249281167984,True,,,1,eae2035449cb40af884828bc92e059a2,2022-08-28_04-34-39,1661628879,624.249281167984,139600,thunders,172.21.5.15,624.249281167984,0,1,0.005468606948852539,"24_gap_closing_max_distance=40.704,max_distance=38.795,nll_offset=0.10161,splitting_max_distance=20.956",0.10160892564824182,0,0,38.79534361931655,40.704165861746155,20.955727738834955,1,RandomSearch
db525_00018,0.8077864293659622,0.9016637695555004,0.8858258111734569,-1.0,-1.0,-1.0,408.76132130622864,True,,,1,f415f21b8c814b098db1560bc14d2794,2022-08-28_03-31-33,1661625093,408.76132130622864,102898,thunders,172.21.5.15,408.76132130622864,0,1,0.0047206878662109375,"18_gap_closing_max_distance=23.754,max_distance=32.724,nll_offset=0.14219,splitting_max_distance=25.897",0.1421894649700493,0,0,32.72443938856152,23.754100667946293,25.897050503515903,0,RandomSearch
5eda6cec,0.8077777777777778,0.9026570648125155,0.884858812074002,-1.0,-1.0,-1.0,455.56536388397217,True,,,1,51cc567f60804b0cbb1d543fc49344f2,2022-08-28_05-18-42,1661631522,455.56536388397217,165344,thunders,172.21.5.15,455.56536388397217,0,1,0.004255771636962891,"6_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=15.108,max_distance=32.171,nll_offset=0.3853,splitting_max_distance=33.964",0.38529765678935085,0,0,32.17061772050381,15.107697378198667,33.964156236514356,0,OptunaSearch
55f07b48,0.8077777777777778,0.9026570648125155,0.884858812074002,-1.0,-1.0,-1.0,624.8400223255157,True,,,1,a79920feb61543a7bd719cc2c2089321,2022-08-28_05-28-26,1661632106,624.8400223255157,169046,thunders,172.21.5.15,624.8400223255157,0,1,0.004262208938598633,"20_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=21.862,max_distance=39.465,nll_offset=0.41716,splitting_max_distance=40.455",0.41715947095943434,0,0,39.46517389360646,21.862447110242652,40.454894322442776,0,OptunaSearch
a2f718e0,0.8075211392968402,0.9011671219269928,0.885986328125,-1.0,-1.0,-1.0,550.0413906574249,True,,,1,3d7d6da93d4c47938ff193fe7cef4c7d,2022-08-28_05-50-49,1661633449,550.0413906574249,185698,thunders,172.21.5.15,550.0413906574249,0,1,0.004983425140380859,"3_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=19.664,max_distance=37.983,nll_offset=0.29959,splitting_max_distance=24.348",0.29958584836719526,0,0,37.983473702009185,19.66353029972244,24.347785802365504,1,OptunaSearch
db525_00029,0.8073825503355705,0.896200645641917,0.8906712734452122,-1.0,-1.0,-1.0,474.14168429374695,True,,,1,8f846afea48e403e8a99de725122fb1b,2022-08-28_03-37-01,1661625421,474.14168429374695,108723,thunders,172.21.5.15,474.14168429374695,0,1,0.004575014114379883,"29_gap_closing_max_distance=27.383,max_distance=34.739,nll_offset=0.14718,splitting_max_distance=16.179",0.1471842670960527,0,0,34.738639197958165,27.382668273252996,16.17867659750495,0,RandomSearch
db525_00076,0.8073761386358587,0.9024087409982617,0.8846153846153846,-1.0,-1.0,-1.0,551.0868589878082,True,,,1,b1b026a474bc41ac8dcb717c09a64bc6,2022-08-28_04-02-33,1661626953,551.0868589878082,122454,thunders,172.21.5.15,551.0868589878082,0,1,0.004596233367919922,"76_gap_closing_max_distance=19.622,max_distance=35.937,nll_offset=0.41702,splitting_max_distance=34.041",0.4170204845310236,0,0,35.93727022430916,19.62165520695198,34.04112211290945,0,RandomSearch
db525_00011,0.8073743016759777,0.8971939408989322,0.8896823442501847,-1.0,-1.0,-1.0,426.60286808013916,True,,,1,dc4530d09f2b4c5db3fa931b100daf44,2022-08-28_03-29-01,1661624941,426.60286808013916,101686,thunders,172.21.5.15,426.60286808013916,0,1,0.004176139831542969,"11_gap_closing_max_distance=8.932,max_distance=37.917,nll_offset=0.11817,splitting_max_distance=16.648",0.11817035926105615,0,0,37.916806437069916,8.931995736722637,16.648020779180293,0,RandomSearch
73b0f_00092,0.8071829405162738,0.8929724360566178,0.8936381709741551,-1.0,-1.0,-1.0,311.691992521286,True,,,1,0deff3341c604126a3da10c97397e328,2022-08-28_05-07-09,1661630829,311.691992521286,160312,thunders,172.21.5.15,311.691992521286,0,1,0.004864692687988281,"92_gap_closing_max_distance=22.178,max_distance=31.511,nll_offset=0.22992,splitting_max_distance=15.111",0.22992309051550716,0,0,31.51134029798987,22.178054775320614,15.110931549724995,1,RandomSearch
4fa2e7ae,0.8071111111111111,0.9019120933697542,0.8847746650426309,-1.0,-1.0,-1.0,451.9939548969269,True,,,1,db56b2e2930f4ff09144eb875eb52ee8,2022-08-28_05-54-01,1661633641,451.9939548969269,188493,thunders,172.21.5.15,451.9939548969269,0,1,0.005822658538818359,"21_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=28.314,max_distance=31.911,nll_offset=0.20231,splitting_max_distance=28.088",0.20230887813546872,0,0,31.910895089150966,28.31423830331987,28.08843685315704,1,OptunaSearch
db525_00034,0.8070253445975989,0.9014154457412465,0.8851499634235552,-1.0,-1.0,-1.0,475.0358655452728,True,,,1,0a72988321be4e84baee1ecb3d0285c3,2022-08-28_03-40-02,1661625602,475.0358655452728,110385,thunders,172.21.5.15,475.0358655452728,0,1,0.005044698715209961,"34_gap_closing_max_distance=22.103,max_distance=34.405,nll_offset=0.20886,splitting_max_distance=26.441",0.2088558879951135,0,0,34.404610080114104,22.10290706325402,26.440599294742256,0,RandomSearch
28fe1668,0.806974677920924,0.902160417184008,0.8843719571567673,-1.0,-1.0,-1.0,507.1120207309723,True,,,1,2b3d99256a094af68fccdf5c48dc4dd9,2022-08-28_05-25-13,1661631913,507.1120207309723,168371,thunders,172.21.5.15,507.1120207309723,0,1,0.00464320182800293,"17_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=34.34,max_distance=34.715,nll_offset=0.33205,splitting_max_distance=40.853",0.3320480259580763,0,0,34.71532656466788,34.34037846636435,40.85330249686642,0,OptunaSearch
73b0f_00094,0.806974677920924,0.902160417184008,0.8843719571567673,-1.0,-1.0,-1.0,342.17491459846497,True,,,1,7f94ed6ecf5e4346a8204e869c30f673,2022-08-28_05-08-18,1661630898,342.17491459846497,160598,thunders,172.21.5.15,342.17491459846497,0,1,0.004257678985595703,"94_gap_closing_max_distance=11.303,max_distance=32.987,nll_offset=0.16964,splitting_max_distance=35.053",0.16964275871126505,0,0,32.98719591336301,11.303307564543971,35.05320900505818,1,RandomSearch
db525_00017,0.8069699026929169,0.8855227216290043,0.9009600808489135,-1.0,-1.0,-1.0,184.92731475830078,True,,,1,26e0ca61e2ff40d5ba8bd69c1bd2b5f6,2022-08-28_03-26-33,1661624793,184.92731475830078,102323,thunders,172.21.5.15,184.92731475830078,0,1,0.005114078521728516,"17_gap_closing_max_distance=22.089,max_distance=24.966,nll_offset=0.16611,splitting_max_distance=12.276",0.16610704480027277,0,0,24.965817188389106,22.088900752630003,12.275808413834685,0,RandomSearch
73b0f_00004,0.8065733955141017,0.9019120933697542,0.8841285296981499,-1.0,-1.0,-1.0,421.4524576663971,True,,,1,13c470e0d2c34ca28e87525b176ead26,2022-08-28_04-21-48,1661628108,421.4524576663971,134265,thunders,172.21.5.15,421.4524576663971,0,1,0.005071163177490234,"4_gap_closing_max_distance=17.058,max_distance=32.898,nll_offset=0.14143,splitting_max_distance=39.687",0.14142702388711553,0,0,32.89778398916446,17.05779176523439,39.68680374773819,1,RandomSearch
db525_00001,0.8065168539325843,0.8912341693568413,0.8945663010967099,-1.0,-1.0,-1.0,312.6178619861603,True,,,1,b50bddc91f3f49fba0e087d5a31911fe,2022-08-28_03-25-34,1661624734,312.6178619861603,100735,thunders,172.21.5.15,312.6178619861603,0,1,0.0033156871795654297,"1_gap_closing_max_distance=36.233,max_distance=32.198,nll_offset=0.19363,splitting_max_distance=14.294",0.1936329666917969,0,0,32.197635146027906,36.23327518586511,14.294140802909512,0,RandomSearch
73b0f_00006,0.8062222222222222,0.900918798112739,0.8846622774932943,-1.0,-1.0,-1.0,461.61533522605896,True,,,1,3235dd52c4a842bbb340ffdd572cd897,2022-08-28_04-22-38,1661628158,461.61533522605896,134433,thunders,172.21.5.15,461.61533522605896,0,1,0.004240274429321289,"6_gap_closing_max_distance=15.454,max_distance=35.573,nll_offset=0.19711,splitting_max_distance=26.489",0.19711349809323428,0,0,35.57276777364184,15.454464282059009,26.488823095515574,1,RandomSearch
db525_00057,0.8061722912966253,0.9016637695555004,0.8838851022395326,-1.0,-1.0,-1.0,453.6191499233246,True,,,1,ac3126292a5a4136a609bf200765e23b,2022-08-28_03-51-28,1661626288,453.6191499233246,117012,thunders,172.21.5.15,453.6191499233246,0,1,0.0044553279876708984,"57_gap_closing_max_distance=21.393,max_distance=32.793,nll_offset=0.13384,splitting_max_distance=41.104",0.13384098632952468,0,0,32.79302872440773,21.39341993918061,41.10437801558945,0,RandomSearch
db525_00097,0.8059502664298401,0.9014154457412465,0.8838568298027758,-1.0,-1.0,-1.0,503.8695487976074,True,,,1,378d1d33f5e54212b4ae031e43ca0fdd,2022-08-28_04-14-19,1661627659,503.8695487976074,129594,thunders,172.21.5.15,503.8695487976074,0,1,0.0054700374603271484,"97_gap_closing_max_distance=38.82,max_distance=39.538,nll_offset=0.31861,splitting_max_distance=31.584",0.31861080400041963,0,0,39.53786969033571,38.8200332107386,31.584030952313544,0,RandomSearch
73b0f_00087,0.8054198134162595,0.9004221504842315,0.8841745915630334,-1.0,-1.0,-1.0,492.240700006485,True,,,1,bf8d505d42f74027bf7950cc0fa1fda5,2022-08-28_05-06-53,1661630813,492.240700006485,158788,thunders,172.21.5.15,492.240700006485,0,1,0.005286216735839844,"87_gap_closing_max_distance=38.835,max_distance=40.351,nll_offset=0.23506,splitting_max_distance=26.131",0.235064082360632,0,0,40.35073395090812,38.834560588760795,26.131130786678128,1,RandomSearch
db525_00079,0.8053706169551709,0.9011671219269928,0.883398247322298,-1.0,-1.0,-1.0,430.6665532588959,True,,,1,77f89afcabd64a6aba491cb88578900a,2022-08-28_04-02-43,1661626963,430.6665532588959,123630,thunders,172.21.5.15,430.6665532588959,0,1,0.004667043685913086,"79_gap_closing_max_distance=8.5116,max_distance=32.534,nll_offset=0.14844,splitting_max_distance=34.538",0.14843752492036918,0,0,32.53356169134625,8.511599040669344,34.538059039557,0,RandomSearch
db525_00094,0.8052409504774595,0.9004221504842315,0.8839590443686007,-1.0,-1.0,-1.0,581.5219233036041,True,,,1,23f822d7e9784f25a5165d8e36fc09f5,2022-08-28_04-13-04,1661627584,581.5219233036041,128233,thunders,172.21.5.15,581.5219233036041,0,1,0.0052411556243896484,"94_gap_closing_max_distance=6.6311,max_distance=40.514,nll_offset=0.18548,splitting_max_distance=26.731",0.18547566869911852,0,0,40.51428214906592,6.631053404163961,26.73124834392457,0,RandomSearch
