trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/nll_offset,config/drift_x,config/drift_y,config/max_distance,config/gap_closing_max_distance,config/splitting_max_distance,config/gap_closing,search_name
78184400,0.8992704165686044,0.9488452942637199,0.9450902794954242,-1.0,-1.0,-1.0,65.17132139205933,True,,,1,81f7dfbaa9f44743afddbeb777fa36c4,2022-09-08_13-42-25,1662612145,65.17132139205933,84281,bwmpc0466,10.3.4.66,65.17132139205933,0,1,0.003475666046142578,"40_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=40.8010,max_distance=13.0130,nll_offset=0.3494,splitting_max_distance=19.2545",0.3494165423226403,0,0,13.013021643301128,40.80096889791627,19.254471000031106,0,OptunaSearch
3769b_00039,0.898309065288868,0.9498385895207351,0.9430473372781065,-1.0,-1.0,-1.0,86.52198553085327,True,,,1,973360673f384104a14bb36a6012b50f,2022-09-08_13-02-11,1662609731,86.52198553085327,77136,bwmpc0466,10.3.4.66,86.52198553085327,0,1,0.0038797855377197266,"39_gap_closing_max_distance=23.0073,max_distance=11.3623,nll_offset=0.4450,splitting_max_distance=19.5332",0.44501062950800363,0,0,11.362328979344285,23.007329107848893,19.5332404483196,1,RandomSearch
3769b_00002,0.8980023501762632,0.9488452942637199,0.9436897999506051,-1.0,-1.0,-1.0,68.68655800819397,True,,,1,f7908e5423764270a8c010beef2aa45d,2022-09-08_12-50-50,1662609050,68.68655800819397,74656,bwmpc0466,10.3.4.66,68.68655800819397,0,1,0.004033803939819336,"2_gap_closing_max_distance=25.3161,max_distance=10.3500,nll_offset=0.3766,splitting_max_distance=18.3725",0.3765613231883516,0,0,10.349978917503806,25.31605787325207,18.372459692041428,1,RandomSearch
3769b_00068,0.897724607084213,0.9503352371492426,0.9419148412503077,-1.0,-1.0,-1.0,70.2238974571228,True,,,1,4877b30d92144316bdfcd538ab8695a7,2022-09-08_13-13-20,1662610400,70.2238974571228,79345,bwmpc0466,10.3.4.66,70.2238974571228,0,1,0.003376483917236328,"68_gap_closing_max_distance=27.8694,max_distance=13.4244,nll_offset=0.2370,splitting_max_distance=19.8457",0.23703093670727945,0,0,13.424366139206535,27.86937405525426,19.84567737903889,1,RandomSearch
3769b_00079,0.8956562795089708,0.9421405512788676,0.9477891581314014,-1.0,-1.0,-1.0,62.92383337020874,True,,,1,712da9696eb94d619685132ded041c6e,2022-09-08_13-18-04,1662610684,62.92383337020874,80111,bwmpc0466,10.3.4.66,62.92383337020874,0,1,0.004029989242553711,"79_gap_closing_max_distance=25.2031,max_distance=13.4220,nll_offset=0.4473,splitting_max_distance=15.8787",0.44732933787580076,0,0,13.422046876351146,25.203130381046318,15.878721843151908,1,RandomSearch
773bb418,0.8955644214973011,0.9476036751924509,0.9422222222222222,-1.0,-1.0,-1.0,66.13497281074524,True,,,1,77c0ec5a96b34715a5642713a82eeae4,2022-09-08_13-42-19,1662612139,66.13497281074524,82602,bwmpc0466,10.3.4.66,66.13497281074524,0,1,0.0036568641662597656,"39_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=32.2227,max_distance=13.4856,nll_offset=0.3474,splitting_max_distance=19.8071",0.34741736214513996,0,0,13.485576584633609,32.22269701120601,19.80711226970464,0,OptunaSearch
3769b_00057,0.8955014058106842,0.9490936180779737,0.9406842234801871,-1.0,-1.0,-1.0,83.74490547180176,True,,,1,537e2f6f1d384691a2fbb8cb71795a5c,2022-09-08_13-09-55,1662610195,83.74490547180176,78502,bwmpc0466,10.3.4.66,83.74490547180176,0,1,0.003830432891845703,"57_gap_closing_max_distance=31.5651,max_distance=10.1060,nll_offset=0.1058,splitting_max_distance=19.0159",0.10575828658728255,0,0,10.106038927760611,31.5651178096319,19.01586023974358,1,RandomSearch
70d5db80,0.8951424567958898,0.9518251800347654,0.9376223091976517,-1.0,-1.0,-1.0,85.63928127288818,True,,,1,cb25b783abca4df58b38828953da51c8,2022-09-08_14-18-23,1662614303,85.63928127288818,94422,bwmpc0466,10.3.4.66,85.63928127288818,0,1,0.003669261932373047,"97_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=41.1821,max_distance=13.0261,nll_offset=0.2533,splitting_max_distance=22.7258",0.25329457966084573,0,0,13.026093809038795,41.18208830801328,22.725750430417538,1,OptunaSearch
3769b_00094,0.894356343283582,0.9523218276632729,0.936279296875,-1.0,-1.0,-1.0,86.86650562286377,True,,,1,5c5e2b55dfc74f15b3e565ef1453e9eb,2022-09-08_13-24-36,1662611076,86.86650562286377,81293,bwmpc0466,10.3.4.66,86.86650562286377,0,1,0.003381013870239258,"94_gap_closing_max_distance=19.9760,max_distance=12.9405,nll_offset=0.2069,splitting_max_distance=25.4621",0.20692761720272254,0,0,12.940466449443997,19.976025635535137,25.462120077584455,1,RandomSearch
21a3dae4,0.8939146654231755,0.9520735038490191,0.93603515625,-1.0,-1.0,-1.0,87.2277193069458,True,,,1,30d1e14ea0674723ba4a971e0dd06ac4,2022-09-08_14-16-10,1662614170,87.2277193069458,93570,bwmpc0466,10.3.4.66,87.2277193069458,0,1,0.003295421600341797,"84_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=40.1031,max_distance=13.0371,nll_offset=0.4741,splitting_max_distance=24.3961",0.4740701493379246,0,0,13.037070043886263,40.10308883494722,24.396109918659306,1,OptunaSearch
