trial_id,union_ratio,true_ratio,predicted_ratio,track_purity,target_effectiveness,division_recovery,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/nll_offset,config/drift_x,config/drift_y,config/max_distance,config/gap_closing_max_distance,config/splitting_max_distance,config/gap_closing,search_name
8db7fefc,0.8991320666197513,0.9518251800347654,0.9420004915212583,-1.0,-1.0,-1.0,73.12638330459595,True,,,1,2bf77d197724476195a9a1468b947f49,2022-09-08_17-32-08,1662625928,73.12638330459595,90487,bwmpc0552,10.3.5.52,73.12638330459595,0,1,0.0031516551971435547,"99_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.0228,max_distance=12.9546,nll_offset=0.0102,splitting_max_distance=22.3317",0.010210970216281173,0,0,12.954580195925944,17.02283068660441,22.33171811737266,1,OptunaSearch
3b270cec,0.8990847218962685,0.9513285324062578,0.9424354243542435,-1.0,-1.0,-1.0,65.34631133079529,True,,,1,fa7e3746f39a4d9ca35518b78f2ec18a,2022-09-08_17-22-39,1662625359,65.34631133079529,87862,bwmpc0552,10.3.5.52,65.34631133079529,0,1,0.003297090530395508,"50_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=15.9355,max_distance=13.3360,nll_offset=0.0174,splitting_max_distance=21.5469",0.017428001305226315,0,0,13.335985941786777,15.935465207931944,21.546946349591042,1,OptunaSearch
3c7a6954,0.8984045049272642,0.9508318847777502,0.9421751968503937,-1.0,-1.0,-1.0,75.49335956573486,True,,,1,6b9b11cfa7be4286a0ca65db9ba7ae90,2022-09-08_17-22-52,1662625372,75.49335956573486,87900,bwmpc0552,10.3.5.52,75.49335956573486,0,1,0.0031883716583251953,"51_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=16.3413,max_distance=12.7210,nll_offset=0.0275,splitting_max_distance=21.1278",0.027518964348180453,0,0,12.72100125820001,16.34128492413709,21.127843736943785,1,OptunaSearch
8ed36164,0.898217636022514,0.9510802085920039,0.9417260880255717,-1.0,-1.0,-1.0,69.44958567619324,True,,,1,97ab1947ad2b412386d100321161a863,2022-09-08_17-32-13,1662625933,69.44958567619324,90940,bwmpc0552,10.3.5.52,69.44958567619324,0,1,0.003625631332397461,"100_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.7348,max_distance=12.6676,nll_offset=0.2499,splitting_max_distance=22.0425",0.2499319777037287,0,0,12.667617212249935,17.73477877702479,22.042505453311794,1,OptunaSearch
6f13391c,0.8981937602627258,0.9508318847777502,0.9419434194341944,-1.0,-1.0,-1.0,79.37602591514587,True,,,1,58262e03b43c4166b83bd8b466ab3fcc,2022-09-08_17-31-32,1662625892,79.37602591514587,90717,bwmpc0552,10.3.5.52,79.37602591514587,0,1,0.003111124038696289,"96_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.2353,max_distance=12.6286,nll_offset=0.2554,splitting_max_distance=21.5072",0.2554204806983899,0,0,12.628629449740712,17.235291241759093,21.507172206521375,1,OptunaSearch
37092552,0.8980410667925419,0.9448721132356593,0.9476961394769614,-1.0,-1.0,-1.0,63.425808906555176,True,,,1,7a6c32f164f74ec3aff5281be1bc9937,2022-09-08_17-08-03,1662624483,63.425808906555176,83950,bwmpc0552,10.3.5.52,63.425808906555176,0,1,0.00360107421875,"99_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=21.3273,max_distance=13.0697,nll_offset=0.4510,splitting_max_distance=17.4432",0.4510039075162082,0,0,13.069670545096056,21.327322690550623,17.443192559801133,0,OptunaSearch
053b50b8,0.8980410667925419,0.9448721132356593,0.9476961394769614,-1.0,-1.0,-1.0,73.1209487915039,True,,,1,7a6c32f164f74ec3aff5281be1bc9937,2022-09-08_17-06-59,1662624419,73.1209487915039,83950,bwmpc0552,10.3.5.52,73.1209487915039,0,1,0.00360107421875,"90_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=18.7851,max_distance=13.0118,nll_offset=0.4523,splitting_max_distance=17.4051",0.45229884556092603,0,0,13.011782330381072,18.785051941641004,17.40512598318443,0,OptunaSearch
5ca3f_00005,0.8978393612024425,0.9493419418922274,0.9430192402565367,-1.0,-1.0,-1.0,73.73925828933716,True,,,1,c824b3b9793943ecbdbc372276eac281,2022-09-08_16-05-41,1662620741,73.73925828933716,71188,bwmpc0552,10.3.5.52,73.73925828933716,0,1,0.003648996353149414,"5_gap_closing_max_distance=22.9876,max_distance=10.4026,nll_offset=0.1547,splitting_max_distance=19.3536",0.15469101675986893,0,0,10.40262820800697,22.987604298622262,19.353641460193487,1,RandomSearch
0baf9f1c,0.8978291647003304,0.9448721132356593,0.9474601593625498,-1.0,-1.0,-1.0,58.24081826210022,True,,,1,d693e8e8606f4cdab8796bd827aef3ab,2022-09-08_17-06-54,1662624414,58.24081826210022,84088,bwmpc0552,10.3.5.52,58.24081826210022,0,1,0.003023862838745117,"92_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=18.5698,max_distance=13.0196,nll_offset=0.4541,splitting_max_distance=17.4681",0.4540565409047864,0,0,13.019611696456138,18.569829594226544,17.46805410989542,0,OptunaSearch
5ce4db6a,0.8977725674091442,0.9508318847777502,0.9414802065404475,-1.0,-1.0,-1.0,86.38063359260559,True,,,1,425f0203d4384ce497d0091b7486cb0c,2022-09-08_17-31-06,1662625866,86.38063359260559,90563,bwmpc0552,10.3.5.52,86.38063359260559,0,1,0.00377655029296875,"94_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.1698,max_distance=12.5949,nll_offset=0.0321,splitting_max_distance=21.9183",0.032144464920949654,0,0,12.594914674906846,17.169779301219968,21.91826157585474,1,OptunaSearch
55398a92,0.8977485928705441,0.9505835609634964,0.9416974169741698,-1.0,-1.0,-1.0,69.83982157707214,True,,,1,1b823bcced3848f78be001d32a890ec4,2022-09-08_17-23-28,1662625408,69.83982157707214,87991,bwmpc0552,10.3.5.52,69.83982157707214,0,1,0.0032567977905273438,"52_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=16.5017,max_distance=12.7065,nll_offset=0.0113,splitting_max_distance=21.2474",0.011325527593635643,0,0,12.706537870335886,16.501659388501963,21.24737568464617,1,OptunaSearch
ba675ff4,0.8977192569950623,0.9481003228209586,0.9441147378832839,-1.0,-1.0,-1.0,85.6701774597168,True,,,1,34273eaf45d24b9f9f735adabd71cf57,2022-09-08_17-12-16,1662624736,85.6701774597168,85247,bwmpc0552,10.3.5.52,85.6701774597168,0,1,0.003254413604736328,"13_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=20.8809,max_distance=9.3752,nll_offset=0.0620,splitting_max_distance=18.9665",0.061965388408866416,0,0,9.375194515999459,20.880872741782543,18.966506774958134,1,OptunaSearch
f99992b0,0.8975690346943592,0.9443754656071517,0.9476700722651383,-1.0,-1.0,-1.0,74.79556179046631,True,,,1,91e602f15f8e467aa0b76ca38acd422e,2022-09-08_17-06-41,1662624401,74.79556179046631,83808,bwmpc0552,10.3.5.52,74.79556179046631,0,1,0.003391265869140625,"88_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=18.4838,max_distance=13.1162,nll_offset=0.4110,splitting_max_distance=17.3516",0.4109661694578013,0,0,13.116181994620181,18.48381955895283,17.351624760607223,0,OptunaSearch
3aa33930,0.897538100820633,0.9505835609634964,0.94146581406788,-1.0,-1.0,-1.0,79.23522019386292,True,,,1,59dc3bf330bf4f2bb2e0543f5b8244a8,2022-09-08_17-22-44,1662625364,79.23522019386292,87161,bwmpc0552,10.3.5.52,79.23522019386292,0,1,0.0038089752197265625,"48_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=16.9558,max_distance=12.2238,nll_offset=0.0216,splitting_max_distance=21.8577",0.021574074284871583,0,0,12.223817424821434,16.95577004352737,21.85765630650481,1,OptunaSearch
245d4ef6,0.8975206611570248,0.9438788179786441,0.9481167373409828,-1.0,-1.0,-1.0,69.04243612289429,True,,,1,b89caa2430a44fd29378c0abec4bd203,2022-09-08_17-07-46,1662624466,69.04243612289429,84315,bwmpc0552,10.3.5.52,69.04243612289429,0,1,0.0034971237182617188,"95_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=18.8033,max_distance=13.0937,nll_offset=0.4564,splitting_max_distance=17.1830",0.4564079991054715,0,0,13.093663224144361,18.80328498023395,17.182997458982992,0,OptunaSearch
22632aa6,0.8973758200562324,0.9510802085920039,0.9408007860476542,-1.0,-1.0,-1.0,84.83811044692993,True,,,1,8fec577c1f4c40f08ca8b1b88d12a37a,2022-09-08_17-22-09,1662625329,84.83811044692993,87018,bwmpc0552,10.3.5.52,84.83811044692993,0,1,0.0034813880920410156,"44_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.6403,max_distance=11.8431,nll_offset=0.0107,splitting_max_distance=22.4601",0.010670594180429517,0,0,11.843119048397476,17.64034158255868,22.46006015803757,1,OptunaSearch
2b993374,0.8973330186452679,0.9441271417928979,0.9476570289132602,-1.0,-1.0,-1.0,68.14818286895752,True,,,1,91e602f15f8e467aa0b76ca38acd422e,2022-09-08_17-07-49,1662624469,68.14818286895752,83808,bwmpc0552,10.3.5.52,68.14818286895752,0,1,0.003391265869140625,"96_drift_x=0,drift_y=0,gap_closing=0,gap_closing_max_distance=15.9860,max_distance=12.9079,nll_offset=0.4519,splitting_max_distance=17.3682",0.45187076733635984,0,0,12.907939081874563,15.985989822317524,17.368158675485205,0,OptunaSearch
