trial_id,union_ratio,true_ratio,predicted_ratio,track_purity,target_effectiveness,division_recovery,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/nll_offset,config/drift_x,config/drift_y,config/max_distance,config/gap_closing_max_distance,config/splitting_max_distance,config/gap_closing,search_name
aa1b44ce,0.8998114097123998,0.9478519990067047,0.9466765873015873,-1.0,-1.0,-1.0,77.12207365036011,True,,,1,8dcd453f7a154d41a94edd6b680e4a11,2022-09-01_15-25-26,1662013526,77.12207365036011,205825,bwmpc0709,10.3.7.9,77.12207365036011,0,1,0.0035195350646972656,"72_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.6606,max_distance=13.3486,nll_offset=0.4812,splitting_max_distance=18.3574",0.48116114303727076,0,0,13.348636970914043,18.660561881558372,18.357442626015324,1,OptunaSearch
f21270fe,0.8993178075746883,0.9493419418922274,0.9446503582900915,-1.0,-1.0,-1.0,85.61497902870178,True,,,1,4250af95efcd4b8380eabeeb29885046,2022-09-01_15-27-35,1662013655,85.61497902870178,206643,bwmpc0709,10.3.7.9,85.61497902870178,0,1,0.003447294235229492,"84_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.4111,max_distance=10.5649,nll_offset=0.4799,splitting_max_distance=19.2278",0.47986131620414774,0,0,10.564912587517416,18.411077663642672,19.227767320499854,1,OptunaSearch
df29bcc2,0.8990112994350282,0.9483486466352123,0.9452970297029702,-1.0,-1.0,-1.0,84.1195228099823,True,,,1,fcd1c219962c4e93afe27ad7630dee70,2022-09-01_15-27-00,1662013620,84.1195228099823,206390,bwmpc0709,10.3.7.9,84.1195228099823,0,1,0.00395512580871582,"81_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.7210,max_distance=13.6715,nll_offset=0.4301,splitting_max_distance=18.7839",0.4300739298567918,0,0,13.671534762233126,18.72101169701795,18.783857170458976,1,OptunaSearch
b8015d8a,0.8989161168708766,0.9473553513781972,0.9461805555555556,-1.0,-1.0,-1.0,76.98831105232239,True,,,1,1adef0ff27b44041a082ecfcbd29cbe3,2022-09-01_15-25-49,1662013549,76.98831105232239,205989,bwmpc0709,10.3.7.9,76.98831105232239,0,1,0.003744363784790039,"75_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=6.6788,max_distance=13.1562,nll_offset=0.4726,splitting_max_distance=18.6300",0.4726152289158284,0,0,13.156156932460547,6.6788360475843,18.629961223946747,1,OptunaSearch
1c7b617a,0.8988737681839511,0.9513285324062578,0.9422036399409739,-1.0,-1.0,-1.0,86.43517279624939,True,,,1,3ff367b2d24a4959be0eecb42679151f,2022-09-01_15-28-47,1662013727,86.43517279624939,207116,bwmpc0709,10.3.7.9,86.43517279624939,0,1,0.00377655029296875,"91_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=16.8965,max_distance=11.0202,nll_offset=0.4899,splitting_max_distance=22.0090",0.48989137095142327,0,0,11.020177717226739,16.896529629410374,22.008955654450247,1,OptunaSearch
163bbada,0.8986391365556077,0.9510802085920039,0.942189421894219,-1.0,-1.0,-1.0,82.28865504264832,True,,,1,45b510e507e64a2d8c7436838f958773,2022-09-01_15-28-32,1662013712,82.28865504264832,207041,bwmpc0709,10.3.7.9,82.28865504264832,0,1,0.003603696823120117,"90_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.2657,max_distance=10.9902,nll_offset=0.4889,splitting_max_distance=21.2034",0.48888845488948546,0,0,10.990239230434579,18.26570254892333,21.20339685033474,1,OptunaSearch
dc576a86,0.8982290436835891,0.9446237894214055,0.9481555333998006,-1.0,-1.0,-1.0,80.95149278640747,True,,,1,10502f4f0990454fa3158cfbb9db03ab,2022-09-01_15-19-45,1662013185,80.95149278640747,203851,bwmpc0709,10.3.7.9,80.95149278640747,0,1,0.003918647766113281,"41_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=15.2583,max_distance=13.2471,nll_offset=0.4437,splitting_max_distance=17.1594",0.44371342593546387,0,0,13.247072771213261,15.258298364525102,17.159399960934586,1,OptunaSearch
2288c4b8,0.8979831144465291,0.9508318847777502,0.941711756025578,-1.0,-1.0,-1.0,70.13260197639465,True,,,1,a67f2f907c724c0098772a13cd99e3dd,2022-09-01_15-28-42,1662013722,70.13260197639465,207187,bwmpc0709,10.3.7.9,70.13260197639465,0,1,0.0043528079986572266,"92_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.7470,max_distance=11.1098,nll_offset=0.4982,splitting_max_distance=21.5385",0.4982387999172774,0,0,11.109805410004782,18.747026549417235,21.538521716606848,1,OptunaSearch
de8f16ea,0.8978102189781022,0.9468587037496896,0.9454500371931565,-1.0,-1.0,-1.0,81.06891250610352,True,,,1,235671a6e0374493b57750c38ce771df,2022-09-01_15-26-49,1662013609,81.06891250610352,205578,bwmpc0709,10.3.7.9,81.06891250610352,0,1,0.0035009384155273438,"80_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.3832,max_distance=10.8654,nll_offset=0.4737,splitting_max_distance=18.5611",0.47365281477381455,0,0,10.865439357997642,18.383157442009207,18.561075957037275,1,OptunaSearch
3c3b68de,0.8977725674091442,0.9508318847777502,0.9414802065404475,-1.0,-1.0,-1.0,67.00398778915405,True,,,1,789e241f5b754583aeee7d4904cbae8e,2022-09-01_15-29-21,1662013761,67.00398778915405,207413,bwmpc0709,10.3.7.9,67.00398778915405,0,1,0.0033669471740722656,"95_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=19.2164,max_distance=11.3635,nll_offset=0.4973,splitting_max_distance=21.9299",0.49731204045512506,0,0,11.3635379107125,19.2164350901027,21.929865475419565,1,OptunaSearch
