trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.nll_offset,config.drift_x,config.drift_y,config.max_distance,config.gap_closing_max_distance,config.splitting_max_distance,config.gap_closing,search_name
39406ccc,0.9289940828402367,0.9643734643734644,0.9620098039215687,-1.0,-1.0,-1.0,104.56638550758362,True,,,1,b61ac936930a4df891d10a032b626410,2022-08-28_03-10-07,1661623807,104.56638550758362,91132,thunders,172.21.5.15,104.56638550758362,0,1,0.004219770431518555,"69_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.38,max_distance=9.7365,nll_offset=0.27052,splitting_max_distance=17.648",0.27052388122079596,0,0,9.736496725242683,18.379524143126133,17.648136945117393,1,OptunaSearch
154d1e92,0.9287903796274464,0.9678132678132678,0.9583941605839416,-1.0,-1.0,-1.0,124.19055485725403,True,,,1,960cf776cf7f4cd7bc80c7fff900ac4f,2022-08-28_03-02-17,1661623337,124.19055485725403,85484,thunders,172.21.5.15,124.19055485725403,0,1,0.005051374435424805,"42_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=21.42,max_distance=9.5883,nll_offset=0.44224,splitting_max_distance=20.576",0.4422388937327972,0,0,9.588329227690782,21.419726399056746,20.57598172902198,1,OptunaSearch
d383e98c,0.9285545861825041,0.9675675675675676,0.9583840350450231,-1.0,-1.0,-1.0,137.84828662872314,True,,,1,5cf59d4dada74378b55841f3a9d62f9a,2022-08-28_03-00-40,1661623240,137.84828662872314,84349,thunders,172.21.5.15,137.84828662872314,0,1,0.005354642868041992,"35_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=20.941,max_distance=7.9136,nll_offset=0.43284,splitting_max_distance=20.45",0.43284064223555974,0,0,7.913599478545327,20.941267123646412,20.45004364262192,1,OptunaSearch
0b56ff38,0.9283687943262411,0.9648648648648649,0.9608514803034011,-1.0,-1.0,-1.0,106.49901986122131,True,,,1,f65a978e478f4bcfbefee644f1d7cb7f,2022-08-28_03-08-52,1661623732,106.49901986122131,90100,thunders,172.21.5.15,106.49901986122131,0,1,0.005089282989501953,"64_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=17.67,max_distance=10.497,nll_offset=0.27767,splitting_max_distance=18.366",0.2776689650864731,0,0,10.497321052835304,17.669740995390114,18.365651385957236,1,OptunaSearch
4fe03322,0.9283687943262411,0.9648648648648649,0.9608514803034011,-1.0,-1.0,-1.0,103.14770317077637,True,,,1,7e810043a9074be78fe199a579d3839b,2022-08-28_03-10-43,1661623843,103.14770317077637,91543,thunders,172.21.5.15,103.14770317077637,0,1,0.004808187484741211,"72_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.34,max_distance=10.336,nll_offset=0.27032,splitting_max_distance=18.328",0.27032372692629514,0,0,10.33623230988217,18.34028296582329,18.327542777348484,1,OptunaSearch
c5e2bcea,0.9283525807211879,0.9678132678132678,0.9579280155642024,-1.0,-1.0,-1.0,126.80639147758484,True,,,1,2f95a157d1174363a81dfc5c58fe2f0d,2022-08-28_03-00-06,1661623206,126.80639147758484,84152,thunders,172.21.5.15,126.80639147758484,0,1,0.005235433578491211,"34_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=23.479,max_distance=9.1805,nll_offset=0.44387,splitting_max_distance=20.913",0.44386790178644053,0,0,9.180470955872739,23.47934824586644,20.912877547006484,1,OptunaSearch
074808d4,0.9280999528524281,0.9673218673218673,0.9581406668289122,-1.0,-1.0,-1.0,129.81324815750122,True,,,1,7c379a2bad214f86b70b893568c016e0,2022-08-28_03-01-59,1661623319,129.81324815750122,85323,thunders,172.21.5.15,129.81324815750122,0,1,0.004614830017089844,"40_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=21.413,max_distance=8.7223,nll_offset=0.31424,splitting_max_distance=20.096",0.31423625832810187,0,0,8.722333454518296,21.412838541265028,20.095731512365745,1,OptunaSearch
139e68b6,0.928030303030303,0.9631449631449631,0.9621993127147767,-1.0,-1.0,-1.0,110.77350163459778,True,,,1,97e2c3c199b042b0b73104ff8bac2c29,2022-08-28_03-09-10,1661623750,110.77350163459778,90227,thunders,172.21.5.15,110.77350163459778,0,1,0.005266666412353516,"65_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=18.136,max_distance=9.0769,nll_offset=0.37516,splitting_max_distance=17.318",0.37515771097389017,0,0,9.076863623535129,18.135504426627662,17.317907428416405,1,OptunaSearch
037b2df8,0.9279151943462898,0.9678132678132678,0.9574623237724842,-1.0,-1.0,-1.0,120.47235226631165,True,,,1,0f8875d8171e475d93186105d1fa6b55,2022-08-28_03-01-43,1661623303,120.47235226631165,85223,thunders,172.21.5.15,120.47235226631165,0,1,0.0041713714599609375,"39_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=20.621,max_distance=9.5968,nll_offset=0.43483,splitting_max_distance=21.521",0.4348309710874053,0,0,9.596809482547371,20.62117149052763,21.521383232319963,1,OptunaSearch
98d66bfa,0.9275053304904051,0.961916461916462,0.9628627643876045,-1.0,-1.0,-1.0,134.4442241191864,True,,,1,a4e1df5a473c4c95960142d221881160,2022-08-28_03-13-17,1661623997,134.4442241191864,93250,thunders,172.21.5.15,134.4442241191864,0,1,0.004770040512084961,"83_drift_x=0,drift_y=0,gap_closing=1,gap_closing_max_distance=16.478,max_distance=5.7194,nll_offset=0.23072,splitting_max_distance=17.229",0.23072243461700584,0,0,5.719444721743237,16.47774015764703,17.229411205052138,1,OptunaSearch
