trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/max_distance,config/splitting_max_distance,config/gap_closing
71d39_00430,0.99932151839504,0.999590461257635,0.9997308367466354,0.9803393797542422,0.9976012730804334,0.951417004048583,343.2889332771301,True,,,1,9488cf955bdc4cbbb1cd34bb502883d1,2022-11-09_20-08-32,1667992112,343.2889332771301,59143,thunders,172.21.5.15,343.2889332771301,0,1,0.0034198760986328125,430,41.0,23.0,0
71d39_00399,0.99932151839504,0.999590461257635,0.9997308367466354,0.9803393797542422,0.9976012730804334,0.951417004048583,324.965701341629,True,,,1,c782ca50e8804b62906f1f2c67b7677e,2022-11-09_20-05-01,1667991901,324.965701341629,59130,thunders,172.21.5.15,324.965701341629,0,1,0.003391742706298828,399,38.0,23.0,1
71d39_00398,0.99932151839504,0.999590461257635,0.9997308367466354,0.9803393797542422,0.9976012730804334,0.951417004048583,329.37149810791016,True,,,1,934d8af9d76c4937871e81f697010f19,2022-11-09_20-05-04,1667991904,329.37149810791016,59138,thunders,172.21.5.15,329.37149810791016,0,1,0.003794431686401367,398,38.0,23.0,0
71d39_00340,0.9993098850198262,0.999672369006108,0.9996372784180658,0.9923945474755748,0.9950621328777702,0.9838056680161943,322.7435221672058,True,,,1,5af95962f46c4a6ab8be2bd9db6ee07d,2022-11-09_19-59-00,1667991540,322.7435221672058,59932,thunders,172.21.5.15,322.7435221672058,0,1,0.0075070858001708984,340,32.0,32.0,0
71d39_00373,0.9993098850198262,0.999672369006108,0.9996372784180658,0.9923945474755748,0.9950621328777702,0.9838056680161943,338.17736530303955,True,,,1,b05bf630d70c4e75b4b67743ed4dd98e,2022-11-09_20-02-03,1667991723,338.17736530303955,59743,thunders,172.21.5.15,338.17736530303955,0,1,0.003202676773071289,373,35.0,32.0,1
71d39_00341,0.9993098850198262,0.999672369006108,0.9996372784180658,0.9923945474755748,0.9950621328777702,0.9838056680161943,344.3117036819458,True,,,1,77be384b6ebc4bbb884f5ad63aba7177,2022-11-09_19-59-23,1667991563,344.3117036819458,59939,thunders,172.21.5.15,344.3117036819458,0,1,0.009780168533325195,341,32.0,32.0,1
71d39_00372,0.9993098850198262,0.999672369006108,0.9996372784180658,0.9923945474755748,0.9950621328777702,0.9838056680161943,339.7608594894409,True,,,1,12e1985fbd7c436f8291e1c330d023eb,2022-11-09_20-02-04,1667991724,339.7608594894409,58851,thunders,172.21.5.15,339.7608594894409,0,1,0.0034208297729492188,372,35.0,32.0,0
71d39_00498,0.9993098769475507,0.9996606678991833,0.9996489708996876,0.9904988123515439,0.99548337272706,0.979757085020243,299.41754937171936,True,,,1,cbb781ad73664bbd968c893a51f060ae,2022-11-09_20-15-54,1667992554,299.41754937171936,59514,thunders,172.21.5.15,299.41754937171936,0,1,0.007443666458129883,498,47.0,29.0,0
71d39_00499,0.9993098769475507,0.9996606678991833,0.9996489708996876,0.9904988123515439,0.99548337272706,0.979757085020243,288.2312753200531,True,,,1,c0d57fb50c654aeeb3bf82a69258a579,2022-11-09_20-16-33,1667992593,288.2312753200531,58769,thunders,172.21.5.15,288.2312753200531,0,1,0.003240823745727539,499,47.0,29.0,1
71d39_00464,0.9993098365833402,0.9996021623645597,0.9997074415175594,0.9822826583033949,0.9976246752942829,0.9595141700404858,327.40994143486023,True,,,1,8b4f6d37723e4ad6b5601ea4bb63015c,2022-11-09_20-12-37,1667992357,327.40994143486023,59937,thunders,172.21.5.15,327.40994143486023,0,1,0.010360240936279297,464,44.0,26.0,0
71d39_00465,0.9993098365833402,0.9996021623645597,0.9997074415175594,0.9822826583033949,0.9976246752942829,0.9595141700404858,336.1891715526581,True,,,1,c1d06e6c21dd4667abb8bc283afb3162,2022-11-09_20-12-49,1667992369,336.1891715526581,58756,thunders,172.21.5.15,336.1891715526581,0,1,0.0031936168670654297,465,44.0,26.0,1
71d39_00367,0.9993098204363339,0.9995787601507102,0.9997308335966483,0.9803391496682231,0.9975427675458098,0.951417004048583,320.36616492271423,True,,,1,8e7019705d77493682af0e34faf5bdb1,2022-11-09_20-01-29,1667991689,320.36616492271423,59145,thunders,172.21.5.15,320.36616492271423,0,1,0.003075838088989258,367,35.0,23.0,1
71d39_00335,0.9993098204363339,0.9995787601507102,0.9997308335966483,0.9803391496682231,0.9975427675458098,0.951417004048583,338.34094762802124,True,,,1,5778a891fe00408cb393b825f6c68c6d,2022-11-09_19-57-57,1667991477,338.34094762802124,58706,thunders,172.21.5.15,338.34094762802124,0,1,0.003583669662475586,335,32.0,23.0,1
71d39_00334,0.9993098204363339,0.9995787601507102,0.9997308335966483,0.9803391496682231,0.9975427675458098,0.951417004048583,339.42824602127075,True,,,1,9488cf955bdc4cbbb1cd34bb502883d1,2022-11-09_19-57-03,1667991423,339.42824602127075,59143,thunders,172.21.5.15,339.42824602127075,0,1,0.0034198760986328125,334,32.0,23.0,0
71d39_00366,0.9993098204363339,0.9995787601507102,0.9997308335966483,0.9803391496682231,0.9975427675458098,0.951417004048583,326.92493653297424,True,,,1,0771cd4e50944ef7a208dcf8d7a4b4a2,2022-11-09_20-01-36,1667991696,326.92493653297424,59510,thunders,172.21.5.15,326.92493653297424,0,1,0.003187894821166992,366,35.0,23.0,0
71d39_00468,0.9992981963646572,0.999672369006108,0.9996255821028245,0.9906629536891863,0.9951206384123938,0.9838056680161943,322.3145923614502,True,,,1,30e15c84f97a4bde8c699050ab9c358c,2022-11-09_20-12-49,1667992369,322.3145923614502,58758,thunders,172.21.5.15,322.3145923614502,0,1,0.002949953079223633,468,44.0,32.0,0
71d39_00469,0.9992981963646572,0.999672369006108,0.9996255821028245,0.9906629536891863,0.9951206384123938,0.9838056680161943,322.83532452583313,True,,,1,12e1985fbd7c436f8291e1c330d023eb,2022-11-09_20-12-55,1667992375,322.83532452583313,58851,thunders,172.21.5.15,322.83532452583313,0,1,0.0034208297729492188,469,44.0,32.0,1
71d39_00497,0.9992981471083661,0.9996021623645597,0.9996957427387835,0.9836637255131415,0.9975193653319604,0.9595141700404858,302.28063464164734,True,,,1,b15df5f04f5849f19a41e24c767381bb,2022-11-09_20-15-50,1667992550,302.28063464164734,59512,thunders,172.21.5.15,302.28063464164734,0,1,0.003127574920654297,497,47.0,26.0,1
71d39_00496,0.9992981471083661,0.9996021623645597,0.9996957427387835,0.9836637255131415,0.9975193653319604,0.9595141700404858,304.6624779701233,True,,,1,934d8af9d76c4937871e81f697010f19,2022-11-09_20-15-42,1667992542,304.6624779701233,59138,thunders,172.21.5.15,304.6624779701233,0,1,0.003794431686401367,496,47.0,26.0,0
71d39_00407,0.9992865246733803,0.9996957712199575,0.9995905043816031,0.9945712580875384,0.9943834686761368,0.9878542510121457,325.7913737297058,True,,,1,83b70c797625400eb929c23cac9df8cd,2022-11-09_20-06-50,1667992010,325.7913737297058,58771,thunders,172.21.5.15,325.7913737297058,0,1,0.0038945674896240234,407,38.0,35.0,1
71d39_00406,0.9992865246733803,0.9996957712199575,0.9995905043816031,0.9945712580875384,0.9943834686761368,0.9878542510121457,335.4240953922272,True,,,1,08b66060cb54446bac5a918f0d7c9518,2022-11-09_20-06-55,1667992015,335.4240953922272,59542,thunders,172.21.5.15,335.4240953922272,0,1,0.007918834686279297,406,38.0,35.0,0
71d39_00438,0.9992865246733803,0.9996957712199575,0.9995905043816031,0.9945712580875384,0.9943834686761368,0.9878542510121457,321.34983348846436,True,,,1,c79943bcea154a85be3ea2334691d001,2022-11-09_20-10-00,1667992200,321.34983348846436,59519,thunders,172.21.5.15,321.34983348846436,0,1,0.015822887420654297,438,41.0,35.0,0
71d39_00439,0.9992865246733803,0.9996957712199575,0.9995905043816031,0.9945712580875384,0.9943834686761368,0.9878542510121457,324.8584897518158,True,,,1,5e632a031af84ee4a5bee1172672c395,2022-11-09_20-10-06,1667992206,324.8584897518158,59506,thunders,172.21.5.15,324.8584897518158,0,1,0.003785848617553711,439,41.0,35.0,1
71d39_00500,0.999286507982923,0.999672369006108,0.9996138860612868,0.9920437127780313,0.9950153284500713,0.9838056680161943,285.4615182876587,True,,,1,47c71d683b604cb69f1b67a2d8d8d9a6,2022-11-09_20-16-56,1667992616,285.4615182876587,59216,thunders,172.21.5.15,285.4615182876587,0,1,0.004023313522338867,500,47.0,32.0,0
71d39_00501,0.999286507982923,0.999672369006108,0.9996138860612868,0.9920437127780313,0.9950153284500713,0.9838056680161943,289.79299664497375,True,,,1,5514b293be6849d396a1c976dd686174,2022-11-09_20-17-07,1667992627,289.79299664497375,58842,thunders,172.21.5.15,289.79299664497375,0,1,0.0038466453552246094,501,47.0,32.0,1
71d39_00306,0.9992864745996655,0.9996255645784091,0.9996606559870815,0.9908260101335143,0.9954248671924364,0.979757085020243,324.50938057899475,True,,,1,4f151dc6760045949de805eb7aaa890a,2022-11-09_19-54-26,1667991266,324.50938057899475,59508,thunders,172.21.5.15,324.50938057899475,0,1,0.010445356369018555,306,29.0,29.0,0
71d39_00307,0.9992864745996655,0.9996255645784091,0.9996606559870815,0.9908260101335143,0.9954248671924364,0.979757085020243,325.4728548526764,True,,,1,c0d57fb50c654aeeb3bf82a69258a579,2022-11-09_19-54-56,1667991296,325.4728548526764,58769,thunders,172.21.5.15,325.4728548526764,0,1,0.003240823745727539,307,29.0,29.0,1
71d39_00462,0.9992864412132839,0.9995787601507102,0.9997074346701619,0.978712946600976,0.9976012730804334,0.951417004048583,328.99770641326904,True,,,1,48e38c1346f44cbeacb4c01d4a490ac1,2022-11-09_20-12-35,1667992355,328.99770641326904,59567,thunders,172.21.5.15,328.99770641326904,0,1,0.005446434020996094,462,44.0,23.0,0
71d39_00463,0.9992864412132839,0.9995787601507102,0.9997074346701619,0.978712946600976,0.9976012730804334,0.951417004048583,332.48269534111023,True,,,1,0771cd4e50944ef7a208dcf8d7a4b4a2,2022-11-09_20-12-40,1667992360,332.48269534111023,59510,thunders,172.21.5.15,332.48269534111023,0,1,0.003187894821166992,463,44.0,23.0,1
71d39_00396,0.9992864245189215,0.9995553579368608,0.9997308272964528,0.9752829239177502,0.9975661697596593,0.9392712550607287,327.91422939300537,True,,,1,c4fe8a29cb574bac9a37d865c3e6a7ed,2022-11-09_20-05-01,1667991901,327.91422939300537,59267,thunders,172.21.5.15,327.91422939300537,0,1,0.004240274429321289,396,38.0,20.0,0
71d39_00397,0.9992864245189215,0.9995553579368608,0.9997308272964528,0.9752829239177502,0.9975661697596593,0.9392712550607287,326.1743993759155,True,,,1,a6b0301f9f154212a3286b3386e8f02f,2022-11-09_20-05-00,1667991900,326.1743993759155,59126,thunders,172.21.5.15,326.1743993759155,0,1,0.003869295120239258,397,38.0,20.0,1
71d39_00428,0.9992864245189215,0.9995553579368608,0.9997308272964528,0.9752829239177502,0.9975661697596593,0.9392712550607287,335.8437714576721,True,,,1,bb9bee1c937944d0a386f9c4aa73c22d,2022-11-09_20-08-12,1667992092,335.8437714576721,58767,thunders,172.21.5.15,335.8437714576721,0,1,0.0038237571716308594,428,41.0,20.0,0
71d39_00429,0.9992864245189215,0.9995553579368608,0.9997308272964528,0.9752829239177502,0.9975661697596593,0.9392712550607287,332.10149931907654,True,,,1,4577745753804a6fa5b48f4a3e7a60d2,2022-11-09_20-08-12,1667992092,332.10149931907654,58796,thunders,172.21.5.15,332.10149931907654,0,1,0.0038504600524902344,429,41.0,20.0,1
71d39_00342,0.9992748283565506,0.9996840701130327,0.9995904995904996,0.9945711945711946,0.9943249631415132,0.9878542510121457,317.31104803085327,True,,,1,2c76e3822b7d4f1c8d5311b5348e38dd,2022-11-09_19-59-06,1667991546,317.31104803085327,59504,thunders,172.21.5.15,317.31104803085327,0,1,0.010200738906860352,342,32.0,35.0,0
71d39_00343,0.9992748283565506,0.9996840701130327,0.9995904995904996,0.9945711945711946,0.9943249631415132,0.9878542510121457,318.1573359966278,True,,,1,5e632a031af84ee4a5bee1172672c395,2022-11-09_19-59-13,1667991553,318.1573359966278,59506,thunders,172.21.5.15,318.1573359966278,0,1,0.003785848617553711,343,32.0,35.0,1
71d39_00374,0.9992748283565506,0.9996840701130327,0.9995904995904996,0.9945711945711946,0.9943249631415132,0.9878542510121457,334.089234828949,True,,,1,30e15c84f97a4bde8c699050ab9c358c,2022-11-09_20-01-59,1667991719,334.089234828949,58758,thunders,172.21.5.15,334.089234828949,0,1,0.002949953079223633,374,35.0,35.0,0
71d39_00375,0.9992748283565506,0.9996840701130327,0.9995904995904996,0.9945711945711946,0.9943249631415132,0.9878542510121457,316.4080538749695,True,,,1,f6eac193c2464291b1b1dca8e9dc2f09,2022-11-09_20-01-43,1667991703,316.4080538749695,59136,thunders,172.21.5.15,316.4080538749695,0,1,0.0026743412017822266,375,35.0,35.0,1
71d39_00274,0.999274777461955,0.9996138634714844,0.9996606520161951,0.9946289405321912,0.9954131660855117,0.9838056680161943,333.75820899009705,True,,,1,aa98f3c724ae4fc783edd911229936de,2022-11-09_19-50-47,1667991047,333.75820899009705,58761,thunders,172.21.5.15,333.75820899009705,0,1,0.0040435791015625,274,26.0,29.0,0
71d39_00275,0.999274777461955,0.9996138634714844,0.9996606520161951,0.9946289405321912,0.9954131660855117,0.9838056680161943,333.0438630580902,True,,,1,e3e350a5c2234c878d1f91a336ff18ff,2022-11-09_19-50-49,1667991049,333.0438630580902,58764,thunders,172.21.5.15,333.0438630580902,0,1,0.004691362380981445,275,26.0,29.0,1
71d39_00494,0.9992747520119782,0.9995787601507102,0.9996957356176567,0.9800940879090015,0.997495963118111,0.951417004048583,306.0939390659332,True,,,1,c782ca50e8804b62906f1f2c67b7677e,2022-11-09_20-15-40,1667992540,306.0939390659332,59130,thunders,172.21.5.15,306.0939390659332,0,1,0.003391742706298828,494,47.0,23.0,0
71d39_00495,0.9992747520119782,0.9995787601507102,0.9996957356176567,0.9800940879090015,0.997495963118111,0.951417004048583,306.0710418224335,True,,,1,c4fe8a29cb574bac9a37d865c3e6a7ed,2022-11-09_20-15-43,1667992543,306.0710418224335,59267,thunders,172.21.5.15,306.0710418224335,0,1,0.004240274429321289,495,47.0,23.0,1
71d39_00305,0.9992747435282557,0.9995670590437855,0.9997074312463429,0.9838736102984201,0.9967587933818539,0.9595141700404858,320.4715394973755,True,,,1,bf42f88c2363493abc560eef9ab12f47,2022-11-09_19-54-15,1667991255,320.4715394973755,59293,thunders,172.21.5.15,320.4715394973755,0,1,0.0031585693359375,305,29.0,26.0,1
71d39_00304,0.9992747435282557,0.9995670590437855,0.9997074312463429,0.9838736102984201,0.9967587933818539,0.9595141700404858,324.55417704582214,True,,,1,c782ca50e8804b62906f1f2c67b7677e,2022-11-09_19-54-19,1667991259,324.55417704582214,59130,thunders,172.21.5.15,324.55417704582214,0,1,0.003391742706298828,304,29.0,26.0,0
71d39_00332,0.9992747265602152,0.9995436568299361,0.9997308241462444,0.9752826346464434,0.9975076642250357,0.9392712550607287,339.05274868011475,True,,,1,bb9bee1c937944d0a386f9c4aa73c22d,2022-11-09_19-57-00,1667991420,339.05274868011475,58767,thunders,172.21.5.15,339.05274868011475,0,1,0.0038237571716308594,332,32.0,20.0,0
71d39_00365,0.9992747265602152,0.9995436568299361,0.9997308241462444,0.9752826346464434,0.9975076642250357,0.9392712550607287,330.3389353752136,True,,,1,8b4f6d37723e4ad6b5601ea4bb63015c,2022-11-09_20-01-39,1667991699,330.3389353752136,59937,thunders,172.21.5.15,330.3389353752136,0,1,0.010360240936279297,365,35.0,20.0,1
71d39_00333,0.9992747265602152,0.9995436568299361,0.9997308241462444,0.9752826346464434,0.9975076642250357,0.9392712550607287,335.91070652008057,True,,,1,4577745753804a6fa5b48f4a3e7a60d2,2022-11-09_19-56-59,1667991419,335.91070652008057,58796,thunders,172.21.5.15,335.91070652008057,0,1,0.0038504600524902344,333,32.0,20.0,1
71d39_00364,0.9992747265602152,0.9995436568299361,0.9997308241462444,0.9752826346464434,0.9975076642250357,0.9392712550607287,330.6069529056549,True,,,1,48e38c1346f44cbeacb4c01d4a490ac1,2022-11-09_20-01-35,1667991695,330.6069529056549,59567,thunders,172.21.5.15,330.6069529056549,0,1,0.005446434020996094,364,35.0,20.0,0
71d39_00471,0.999263140658261,0.9996840701130327,0.9995788045067918,0.9928396766154602,0.9943834686761368,0.9878542510121457,328.92926049232483,True,,,1,aa98f3c724ae4fc783edd911229936de,2022-11-09_20-13-05,1667992385,328.92926049232483,58761,thunders,172.21.5.15,328.92926049232483,0,1,0.0040435791015625,471,44.0,35.0,1
71d39_00470,0.999263140658261,0.9996840701130327,0.9995788045067918,0.9928396766154602,0.9943834686761368,0.9878542510121457,327.28918623924255,True,,,1,b05bf630d70c4e75b4b67743ed4dd98e,2022-11-09_20-13-01,1667992381,327.28918623924255,59743,thunders,172.21.5.15,327.28918623924255,0,1,0.003202676773071289,470,44.0,35.0,0
71d39_00303,0.9992630372224692,0.9995436568299361,0.999719124135429,0.980315283157981,0.9974374575834875,0.951417004048583,317.96423387527466,True,,,1,fdc4ee7e3bc04e409c9d5a3d28bad4f1,2022-11-09_19-54-11,1667991251,317.96423387527466,58922,thunders,172.21.5.15,317.96423387527466,0,1,0.0051691532135009766,303,29.0,23.0,1
71d39_00302,0.9992630372224692,0.9995436568299361,0.999719124135429,0.980315283157981,0.9974374575834875,0.951417004048583,321.72715854644775,True,,,1,a6b0301f9f154212a3286b3386e8f02f,2022-11-09_19-54-14,1667991254,321.72715854644775,59126,thunders,172.21.5.15,321.72715854644775,0,1,0.003869295120239258,302,29.0,23.0,0
71d39_00503,0.9992514532333712,0.9996840701130327,0.9995671096967428,0.99422032946462,0.9942781587138143,0.9878542510121457,286.05934977531433,True,,,1,8e7019705d77493682af0e34faf5bdb1,2022-11-09_20-17-08,1667992628,286.05934977531433,59145,thunders,172.21.5.15,286.05934977531433,0,1,0.003075838088989258,503,47.0,35.0,1
71d39_00502,0.9992514532333712,0.9996840701130327,0.9995671096967428,0.99422032946462,0.9942781587138143,0.9878542510121457,284.89814138412476,True,,,1,83b70c797625400eb929c23cac9df8cd,2022-11-09_20-17-04,1667992624,284.89814138412476,58771,thunders,172.21.5.15,284.89814138412476,0,1,0.0038945674896240234,502,47.0,35.0,0
71d39_00309,0.9992514182115914,0.9996372656853338,0.9996138725077226,0.9923593559861462,0.9946057897077063,0.9838056680161943,341.029403924942,True,,,1,08b66060cb54446bac5a918f0d7c9518,2022-11-09_19-55-47,1667991347,341.029403924942,59542,thunders,172.21.5.15,341.029403924942,0,1,0.007918834686279297,309,29.0,32.0,1
71d39_00277,0.9992514182115914,0.9996372656853338,0.9996138725077226,0.9923593559861462,0.9946057897077063,0.9838056680161943,335.8184599876404,True,,,1,6fc471a3e82b47c580bb09e8578dc56c,2022-11-09_19-50-57,1667991057,335.8184599876404,59140,thunders,172.21.5.15,335.8184599876404,0,1,0.0033562183380126953,277,26.0,32.0,1
