trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/drift_x,config/drift_y,config/max_distance,config/splitting_max_distance,config/gap_closing_max_distance,config/gap_closing,search_name
0b78e658,0.04923434774181043,0.996078431372549,0.04924389298177588,-1.0,-1.0,-1.0,19.93045449256897,True,,,1,0b71a39c20504e8b85f8b6863a29cecc,2022-11-10_19-33-21,1668076401,19.93045449256897,268869,thunders,172.21.5.15,19.93045449256897,0,1,0.003972291946411133,"51_drift_x=-14.0219,drift_y=0.4124,gap_closing=0,gap_closing_max_distance=28.4875,max_distance=37.7842,splitting_max_distance=26.2541",-14.02187106521443,0.41243617067015537,37.78424001229659,26.254060122752783,28.487464836582678,0,OptunaSearch
2218a452,0.04914860681114551,0.996078431372549,0.04915811883104316,-1.0,-1.0,-1.0,20.451294898986816,True,,,1,c7c68d5aa311451482329b587c50cf68,2022-11-10_19-33-59,1668076439,20.451294898986816,269484,thunders,172.21.5.15,20.451294898986816,0,1,0.003523111343383789,"69_drift_x=-12.7294,drift_y=0.5509,gap_closing=0,gap_closing_max_distance=26.6823,max_distance=36.2495,splitting_max_distance=27.0601",-12.7293950653851,0.5509059960570482,36.24952345610907,27.060129978569442,26.6823011124845,0,OptunaSearch
c8eb1f3a,0.04850105021959137,0.996078431372549,0.04851031321619557,-1.0,-1.0,-1.0,20.32878565788269,True,,,1,493637df58c34bf7a606ffe9029b9d4e,2022-11-10_19-38-39,1668076719,20.32878565788269,273626,thunders,172.21.5.15,20.32878565788269,0,1,0.0031576156616210938,"80_drift_x=-11.1370,drift_y=1.3442,gap_closing=1,gap_closing_max_distance=20.9933,max_distance=32.7127,splitting_max_distance=39.8424",-11.137029853272857,1.3441867088532449,32.71269116903153,39.84241361926199,20.99329151983109,1,OptunaSearch
202b7494,0.048458149779735685,0.9921568627450981,0.04847671967809925,-1.0,-1.0,-1.0,19.819774627685547,True,,,1,4462957bbab944f1a21eb3b179eb19bf,2022-11-10_19-33-56,1668076436,19.819774627685547,269439,thunders,172.21.5.15,19.819774627685547,0,1,0.003204822540283203,"67_drift_x=-15.5490,drift_y=0.5656,gap_closing=0,gap_closing_max_distance=30.3373,max_distance=36.7130,splitting_max_distance=37.0521",-15.548982783173292,0.5655889338737381,36.71298157483835,37.05212534171009,30.337315292741884,0,OptunaSearch
28f26696,0.04830087819778541,0.9921568627450981,0.04831932773109244,-1.0,-1.0,-1.0,20.45123553276062,True,,,1,7aec2bda61f748a4bcbc2ef1bd3174b6,2022-11-10_19-34-11,1668076451,20.45123553276062,269631,thunders,172.21.5.15,20.45123553276062,0,1,0.003911256790161133,"73_drift_x=-12.8618,drift_y=0.8875,gap_closing=0,gap_closing_max_distance=20.4111,max_distance=37.2154,splitting_max_distance=39.8275",-12.861762210982397,0.8874591194398558,37.21539040727316,39.827475733276835,20.411081794066472,0,OptunaSearch
10913906,0.04900251791594035,0.9921568627450981,0.04902150745979461,-1.0,-1.0,-1.0,20.12699556350708,True,,,1,3c5ed161265d474a953fb95d5b85cf43,2022-11-10_19-33-30,1668076410,20.12699556350708,269043,thunders,172.21.5.15,20.12699556350708,0,1,0.004267215728759766,"56_drift_x=-14.2338,drift_y=-1.3695,gap_closing=0,gap_closing_max_distance=30.5990,max_distance=45.0547,splitting_max_distance=26.1817",-14.233842692952535,-1.3695462040430786,45.05474138280197,26.18165009321598,30.59903964850584,0,OptunaSearch
44c11746,0.04843032159264931,0.9921568627450981,0.04844887016468786,-1.0,-1.0,-1.0,19.630807876586914,True,,,1,5065b3f7c7be4ff99f5474d886aa9882,2022-11-10_19-34-57,1668076497,19.630807876586914,270353,thunders,172.21.5.15,19.630807876586914,0,1,0.0037131309509277344,"92_drift_x=-12.0687,drift_y=-0.9002,gap_closing=0,gap_closing_max_distance=33.9899,max_distance=32.1060,splitting_max_distance=35.8345",-12.068746463284603,-0.9002151315362718,32.10603641810724,35.83452345956597,33.98987423623313,0,OptunaSearch
fdca2a58,0.04854182655410591,0.9921568627450981,0.04856046065259117,-1.0,-1.0,-1.0,19.570524215698242,True,,,1,9ccfb5ffd16e401e840db0ddeaecffff,2022-11-10_19-32-58,1668076378,19.570524215698242,268510,thunders,172.21.5.15,19.570524215698242,0,1,0.0032567977905273438,"41_drift_x=-12.9641,drift_y=2.1582,gap_closing=0,gap_closing_max_distance=25.9951,max_distance=38.0622,splitting_max_distance=32.4319",-12.964108437172218,2.1582041578894278,38.06223094283848,32.43186165459462,25.99511599659291,0,OptunaSearch
e44b33d2,0.04838401223943393,0.9921568627450981,0.04840252534914865,-1.0,-1.0,-1.0,19.8348650932312,True,,,1,09bddce02ac94a47897bed1812d7ae62,2022-11-10_19-39-24,1668076764,19.8348650932312,274319,thunders,172.21.5.15,19.8348650932312,0,1,0.003846406936645508,"100_drift_x=-12.5177,drift_y=0.2896,gap_closing=1,gap_closing_max_distance=29.7714,max_distance=42.6888,splitting_max_distance=37.8997",-12.517742971105676,0.2895722496338785,42.688789214841634,37.89967699044803,29.771357752836714,1,OptunaSearch
c971a258,0.0483101012029788,0.9921568627450981,0.048328557784145174,-1.0,-1.0,-1.0,20.144561052322388,True,,,1,2e989f457f774db89e50033789620c96,2022-11-10_19-38-40,1668076720,20.144561052322388,273632,thunders,172.21.5.15,20.144561052322388,0,1,0.0037848949432373047,"81_drift_x=-11.1391,drift_y=-0.2017,gap_closing=1,gap_closing_max_distance=28.2897,max_distance=42.5564,splitting_max_distance=38.7438",-11.139060320346662,-0.20172177119555545,42.55638356127135,38.74381142469914,28.289688413365067,1,OptunaSearch
