trial_id,union_ratio,true_ratio,predicted_ratio,track_purity,target_effectiveness,division_recovery,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/drift_x,config/drift_y,config/max_distance,config/splitting_max_distance,config/gap_closing_max_distance,config/gap_closing,search_name
75082_00003,0.04864759680871765,0.9803921568627451,0.04869497467861317,-1.0,-1.0,-1.0,14.952512502670288,True,,,1,0047972e7e0c42b3a5644eef4a941695,2022-09-06_10-24-27,1662427467,14.952512502670288,153792,bwmpc0643,10.3.6.43,14.952512502670288,0,1,0.002251148223876953,"3_drift_x=-13.4708,drift_y=-4.9856,gap_closing_max_distance=32.1048,max_distance=28.6925,splitting_max_distance=24.2674",-13.470809472687899,-4.985558977044131,28.692497552005584,24.267367994208627,32.10476763926557,0,RandomSearch
3c728_00055,0.04832785617630002,0.9803921568627451,0.04837461300309598,-1.0,-1.0,-1.0,14.906386852264404,True,,,1,85ad92572da3423fa7ba8caaed015a3c,2022-09-06_10-32-50,1662427970,14.906386852264404,159553,bwmpc0643,10.3.6.43,14.906386852264404,0,1,0.0028753280639648438,"55_drift_x=-13.0143,drift_y=-2.2157,gap_closing_max_distance=36.6267,max_distance=33.0622,splitting_max_distance=28.0230",-13.014317958145519,-2.215669609549453,33.06224302214563,28.023040828027042,36.626713950466815,1,RandomSearch
473a76ac,0.04837461300309598,0.9803921568627451,0.0484214603912454,-1.0,-1.0,-1.0,15.695709705352783,True,,,1,f84054985d2942f6820f38513d24c12e,2022-09-06_10-43-32,1662428612,15.695709705352783,166931,bwmpc0643,10.3.6.43,15.695709705352783,0,1,0.0022580623626708984,"88_drift_x=-14.2436,drift_y=-1.2704,gap_closing=1,gap_closing_max_distance=18.7908,max_distance=36.8376,splitting_max_distance=27.7870",-14.24361288387826,-1.2703944363529958,36.83760146393991,27.786984191754602,18.790763227582026,1,OptunaSearch
474b3dd4,0.048318515655199075,0.9803921568627451,0.04836525440123815,-1.0,-1.0,-1.0,15.024757862091064,True,,,1,0ebc732443834f48b95b133c128e349b,2022-09-06_10-43-31,1662428611,15.024757862091064,169216,bwmpc0643,10.3.6.43,15.024757862091064,0,1,0.0041773319244384766,"91_drift_x=-12.7603,drift_y=-5.6671,gap_closing=1,gap_closing_max_distance=19.1924,max_distance=25.7332,splitting_max_distance=28.4990",-12.760304552777633,-5.667147006576255,25.733233508855868,28.49901505042547,19.19243627789761,1,OptunaSearch
47507b64,0.04838397522740468,0.9803921568627451,0.048430840759395584,-1.0,-1.0,-1.0,15.690344333648682,True,,,1,ac04427916a446009d2d63fd9966ea5f,2022-09-06_10-43-32,1662428612,15.690344333648682,169604,bwmpc0643,10.3.6.43,15.690344333648682,0,1,0.003291606903076172,"92_drift_x=-12.8231,drift_y=-2.5987,gap_closing=1,gap_closing_max_distance=10.4633,max_distance=28.7382,splitting_max_distance=27.3263",-12.823131265684806,-2.5986551078944284,28.738202218210052,27.32632173573221,10.463311177346554,1,OptunaSearch
25954126,0.04844961240310078,0.9803921568627451,0.04849660523763336,-1.0,-1.0,-1.0,15.842952728271484,True,,,1,ed2ff65f9ff34ee28c03b9bb26c0a8a8,2022-09-06_10-42-36,1662428556,15.842952728271484,167288,bwmpc0643,10.3.6.43,15.842952728271484,0,1,0.003412961959838867,"64_drift_x=-12.4139,drift_y=-1.8191,gap_closing=1,gap_closing_max_distance=37.2685,max_distance=34.0616,splitting_max_distance=25.8804",-12.413865691940064,-1.819074808123351,34.061558033428824,25.880420943724836,37.268499286881635,1,OptunaSearch
aa701b74,0.047782874617737,0.9803921568627451,0.04782858236081883,-1.0,-1.0,-1.0,14.881321907043457,True,,,1,eca5bc91433e4761b858473b52637db2,2022-09-06_10-39-08,1662428348,14.881321907043457,162648,bwmpc0643,10.3.6.43,14.881321907043457,0,1,0.0029227733612060547,"98_drift_x=-14.7885,drift_y=-4.1623,gap_closing=0,gap_closing_max_distance=38.6713,max_distance=31.1257,splitting_max_distance=38.8041",-14.788503026136032,-4.1623382391826045,31.125703847281727,38.80414520029884,38.671258791354475,0,OptunaSearch
a0821f18,0.047591743119266054,0.9764705882352941,0.04764638346727899,-1.0,-1.0,-1.0,14.864221811294556,True,,,1,c2b3cdd0b3c14949bfe7677a1e77b39e,2022-09-06_10-39-08,1662428348,14.864221811294556,166257,bwmpc0643,10.3.6.43,14.864221811294556,0,1,0.004141330718994141,"94_drift_x=-14.4118,drift_y=-5.0747,gap_closing=0,gap_closing_max_distance=14.4694,max_distance=28.3290,splitting_max_distance=38.8523",-14.411803661527351,-5.074688499769256,28.32902949391785,38.852348788896236,14.469378428206795,0,OptunaSearch
472b49de,0.04819043932649506,0.9764705882352941,0.048246463863592326,-1.0,-1.0,-1.0,15.28941798210144,True,,,1,be8b686a5bd344d2b5b3f9cea3368a0f,2022-09-06_10-43-31,1662428611,15.28941798210144,168443,bwmpc0643,10.3.6.43,15.28941798210144,0,1,0.003731966018676758,"86_drift_x=-13.9857,drift_y=-5.5806,gap_closing=1,gap_closing_max_distance=11.0154,max_distance=36.2277,splitting_max_distance=27.6941",-13.98566864336971,-5.580616547748233,36.22768208231439,27.69409292219463,11.015375907747984,1,OptunaSearch
3c728_00067,0.048349514563106794,0.9764705882352941,0.04840590979782271,-1.0,-1.0,-1.0,16.7071475982666,True,,,1,54daaea31fb744e591f45bf2051a6334,2022-09-06_10-33-13,1662427993,16.7071475982666,160424,bwmpc0643,10.3.6.43,16.7071475982666,0,1,0.0025870800018310547,"67_drift_x=-14.2674,drift_y=-5.3995,gap_closing_max_distance=20.8955,max_distance=42.8410,splitting_max_distance=24.9947",-14.267397690966094,-5.399456778112933,42.840980662388,24.99470661523618,20.895507223826254,1,RandomSearch
3c728_00069,0.04762815608263198,0.9764705882352941,0.047682880122558405,-1.0,-1.0,-1.0,15.48737359046936,True,,,1,e9b597878123439ba387998c0a13701c,2022-09-06_10-33-11,1662427991,15.48737359046936,158652,bwmpc0643,10.3.6.43,15.48737359046936,0,1,0.0029120445251464844,"69_drift_x=-19.8179,drift_y=-4.0125,gap_closing_max_distance=15.4789,max_distance=36.8042,splitting_max_distance=40.5503",-19.817871251185757,-4.012537685953086,36.804155698057905,40.55028906922261,15.47890710247245,1,RandomSearch
3c728_00032,0.048471870741678025,0.9764705882352941,0.04852855193919314,-1.0,-1.0,-1.0,16.761486053466797,True,,,1,b57a43abdfd841f7acf8080b4dd27d00,2022-09-06_10-31-56,1662427916,16.761486053466797,158368,bwmpc0643,10.3.6.43,16.761486053466797,0,1,0.002749204635620117,"32_drift_x=-14.4304,drift_y=-4.6875,gap_closing_max_distance=30.8828,max_distance=40.5727,splitting_max_distance=23.3250",-14.43043575640143,-4.687522869448852,40.57274982035621,23.32501204886598,30.882789283881912,1,RandomSearch
