trial_id,Jaccard_index,true_positive_rate,precision,track_purity,target_effectiveness,mitotic_branching_correctness,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/drift_x,config/drift_y,config/max_distance,config/splitting_max_distance,config/gap_closing_max_distance,config/gap_closing,search_name
99ed02f0,0.047775175644028105,0.9902912621359223,0.04779756326148079,-1.0,-1.0,-1.0,16.421100854873657,True,,,1,96b27cefcd884b218f37d6e434351050,2022-11-10_19-51-35,1668077495,16.421100854873657,8816,thunders,172.21.5.15,16.421100854873657,0,1,0.003103017807006836,"85_drift_x=-14.3011,drift_y=-4.4413,gap_closing=0,gap_closing_max_distance=22.3865,max_distance=37.1289,splitting_max_distance=33.0206",-14.30110706835343,-4.441292240527346,37.128939599127236,33.02059971543648,22.38646934489453,0,OptunaSearch
a8a950aa,0.04786485218207415,0.9902912621359223,0.04788732394366197,-1.0,-1.0,-1.0,16.296116828918457,True,,,1,abd37dde0395486e930fa50b663795a0,2022-11-10_19-52-00,1668077520,16.296116828918457,9328,thunders,172.21.5.15,16.296116828918457,0,1,0.003912687301635742,"99_drift_x=-15.5921,drift_y=-3.5780,gap_closing=0,gap_closing_max_distance=19.1688,max_distance=40.4401,splitting_max_distance=32.9848",-15.592131827843598,-3.5779537357925366,40.440062101935766,32.984769307913226,19.168796452241235,0,OptunaSearch
a7bdbda2,0.047752808988764044,0.9902912621359223,0.047775175644028105,-1.0,-1.0,-1.0,16.109432697296143,True,,,1,7cb3e55f2c244b8db9a3cad13ab25842,2022-11-10_19-51-58,1668077518,16.109432697296143,9270,thunders,172.21.5.15,16.109432697296143,0,1,0.0029916763305664062,"98_drift_x=-14.4456,drift_y=-3.4745,gap_closing=0,gap_closing_max_distance=19.0050,max_distance=40.5353,splitting_max_distance=33.0684",-14.44559045415111,-3.474487021294936,40.53525010154308,33.068428892017145,19.0049902496446,0,OptunaSearch
a5255532,0.047397769516728624,0.9902912621359223,0.04741980474198047,-1.0,-1.0,-1.0,16.34070897102356,True,,,1,e4e94e77748c47c2a505afc6f5a781a5,2022-11-10_19-51-54,1668077514,16.34070897102356,9118,thunders,172.21.5.15,16.34070897102356,0,1,0.0037462711334228516,"93_drift_x=-14.1879,drift_y=-3.6355,gap_closing=0,gap_closing_max_distance=22.2193,max_distance=39.9926,splitting_max_distance=41.4776",-14.187939875000378,-3.6354628796745407,39.99258447968265,41.477595548929955,22.219339763622006,0,OptunaSearch
9cce483a,0.04744186046511628,0.9902912621359223,0.04746393671475105,-1.0,-1.0,-1.0,17.110837697982788,True,,,1,b808125dacc14387b30afdf107ed5468,2022-11-10_19-51-41,1668077501,17.110837697982788,8945,thunders,172.21.5.15,17.110837697982788,0,1,0.0038247108459472656,"89_drift_x=-14.0242,drift_y=-4.1846,gap_closing=0,gap_closing_max_distance=25.7559,max_distance=39.9324,splitting_max_distance=40.4793",-14.024226692666742,-4.184616265013849,39.9323787553369,40.47928292997992,25.75591084766575,0,OptunaSearch
9c65e8b2,0.047397769516728624,0.9902912621359223,0.04741980474198047,-1.0,-1.0,-1.0,16.071449518203735,True,,,1,78bb0cf9c8104621888687b7589ec1d3,2022-11-10_19-51-39,1668077499,16.071449518203735,8939,thunders,172.21.5.15,16.071449518203735,0,1,0.0036208629608154297,"88_drift_x=-14.2638,drift_y=-4.2881,gap_closing=0,gap_closing_max_distance=26.1860,max_distance=40.0466,splitting_max_distance=41.3379",-14.26378240228022,-4.288074033210066,40.046597683442165,41.33791177525088,26.185976444935427,0,OptunaSearch
6a0123b4,0.04809286898839138,0.9854368932038835,0.04812707444286392,-1.0,-1.0,-1.0,16.572588682174683,True,,,1,2749174deea94f36ba371d06cb10d739,2022-11-10_19-50-15,1668077415,16.572588682174683,7306,thunders,172.21.5.15,16.572588682174683,0,1,0.0033414363861083984,"42_drift_x=-14.7528,drift_y=-4.1188,gap_closing=0,gap_closing_max_distance=17.5961,max_distance=30.5182,splitting_max_distance=27.4570",-14.752772179522887,-4.118752947290201,30.5182311428677,27.45697914285311,17.59609042383328,0,OptunaSearch
a57f36f6,0.04733038004196782,0.9854368932038835,0.047363509099393374,-1.0,-1.0,-1.0,17.09175181388855,True,,,1,eff101890cf8473fa3216a67bc38827d,2022-11-10_19-51-55,1668077515,17.09175181388855,9128,thunders,172.21.5.15,17.09175181388855,0,1,0.003522634506225586,"95_drift_x=-14.2965,drift_y=-5.1200,gap_closing=0,gap_closing_max_distance=22.0855,max_distance=39.6771,splitting_max_distance=36.4432",-14.296460480921803,-5.120017632533678,39.677094446267475,36.443222758176674,22.085521393180027,0,OptunaSearch
a55232aa,0.04713257487810541,0.9854368932038835,0.04716542750929368,-1.0,-1.0,-1.0,15.804059743881226,True,,,1,c8b13627f8fb4de79e5285462174c44d,2022-11-10_19-51-54,1668077514,15.804059743881226,9123,thunders,172.21.5.15,15.804059743881226,0,1,0.0038270950317382812,"94_drift_x=-14.2191,drift_y=-5.0539,gap_closing=0,gap_closing_max_distance=27.6771,max_distance=40.1939,splitting_max_distance=42.1142",-14.219088199076344,-5.053915367417652,40.19387274504327,42.11421088181968,27.677075051658573,0,OptunaSearch
81b88916,0.047731013402304255,0.9854368932038835,0.04776470588235294,-1.0,-1.0,-1.0,16.115911722183228,True,,,1,d77ba6eb59a242de867d7f25875ed1a6,2022-11-10_19-50-55,1668077455,16.115911722183228,7989,thunders,172.21.5.15,16.115911722183228,0,1,0.003345966339111328,"62_drift_x=-18.8800,drift_y=-6.0994,gap_closing=0,gap_closing_max_distance=21.1073,max_distance=34.7854,splitting_max_distance=34.5519",-18.880037780611204,-6.099380912464525,34.78536185516544,34.55188971492038,21.107287674602112,0,OptunaSearch
